study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,review_coding,review_notes,Publication Title,DOI,Publication Year,Author,Title
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,2,https://doi.org/10.6092/SNAP.10b2260a0617627002d437ea6a3df022,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.10b2260a0617627002d437ea6a3df022,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.10b2260a0617627002d437ea6a3df022,doi.org/10.6092/SNAP.10b2260a0617627002d437ea6a3df022,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,7,https://doi.org/10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,doi.org/10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,4,https://doi.org/10.6092/SNAP.580bf950a46873e44295a7e29d66f077,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.580bf950a46873e44295a7e29d66f077,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.580bf950a46873e44295a7e29d66f077,doi.org/10.6092/SNAP.580bf950a46873e44295a7e29d66f077,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,5,https://doi.org/10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,doi.org/10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,6,https://doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,8,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,1,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,SNAP,yes,NA,partial,"Link contains 31 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,3,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.58,2019,"Diviacco, Paolo; Carlino, Marco Firetto; Busato, Alessandro",Enhancing the value of public vintage seismic data in the Italian offshore
a000210,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.pangaea.de/10.1594/PANGAEA.885886,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.885886,yes,NA,PANGAEA,yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.pangaea.de/10.1594/PANGAEA.885886,doi.pangaea.de/10.1594/PANGAEA.885886,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.61,2018,"Pro, Carmen; Vaquero, José M.; Merino-Pizarro, Dámaris",Early geomagnetic data from the Astronomical Observatory of Madrid (1879–1901)
a000227,steve,2020-07-06,yes,NA,yes,NA,yes,NA,3,1,https://doi.org/10.23684/odi-2017-00957,yes,NA,https://open.canada.ca/data/en/dataset/e7484a20-99fa-4989-945b-3031d670d285,yes,NA,Open Government (Canada),yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.23684/odi-2017-00957,doi.org/10.23684/odi-2017-00957,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.67,2019,"Cordeiro, Marcos R. C.; Vanrobaeys, Jason A.; Wilson, Henry F.","Long-term weather, streamflow, and water chemistry datasets for hydrological modelling applications at the upper La Salle River watershed in Manitoba, Canada"
a000227,steve,2020-07-06,yes,NA,yes,NA,yes,NA,3,3,https://doi.org/10.23684/odi-2017-00958,yes,NA,https://open.canada.ca/data/en/dataset/150566dc-7f3b-4ba7-b65a-16f35b947a57,yes,NA,Open Government (Canada),yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.23684/odi-2017-00958,doi.org/10.23684/odi-2017-00958,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.67,2019,"Cordeiro, Marcos R. C.; Vanrobaeys, Jason A.; Wilson, Henry F.","Long-term weather, streamflow, and water chemistry datasets for hydrological modelling applications at the upper La Salle River watershed in Manitoba, Canada"
a000227,steve,2020-07-06,yes,NA,yes,NA,yes,NA,3,2,https://doi.org/10.23684/odi-2017-00959,yes,NA,https://open.canada.ca/data/en/dataset/c1a63ce9-6b76-414b-937e-135fae08cea2,yes,NA,Open Government (Canada),yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.23684/odi-2017-00959,doi.org/10.23684/odi-2017-00959,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.67,2019,"Cordeiro, Marcos R. C.; Vanrobaeys, Jason A.; Wilson, Henry F.","Long-term weather, streamflow, and water chemistry datasets for hydrological modelling applications at the upper La Salle River watershed in Manitoba, Canada"
a000269,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.24414/j0dx-9n36,yes,NA,https://www.astro.oma.be/doi/Seis_Grav/Gravity_DB.html,yes,NA,Royal Observatory of Belgium,yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.24414/j0dx-9n36,doi.org/10.24414/j0dx-9n36,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.74,2019,"Verbeurgt, Jeffrey; Camp, Michel Van; Stal, Cornelis; Camelbeeck, Thierry; Sloover, Lars De; Poppe, Hans; Declercq, Pierre-Yves; Voet, Pierre; Constales, Denis; Troch, Peter; Maeyer, Philippe De; Wulf, Alain De",The gravity database for Belgium
a000270,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1031492,yes,NA,https://archaeologydataservice.ac.uk/archives/view/romurbital_mc_2015/,yes,NA,Archaeology Data Service,yes,NA,yes,NA,"Straightforward, no issues",NA,http://dx.doi.org/10.5284/1031492,dx.doi.org/10.5284/1031492,FALSE,coded by me alone,Internet Archaeology,10.11141/ia.40.2,2015,"Sewell, Jamie; Witcher, Robert",Urbanism in Ancient Peninsular Italy: developing a methodology for a database analysis of higher order settlements (350 BCE to 300 CE)
a000300,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/4rs5x/,yes,NA,https://osf.io/4rs5x/,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,https://osf.io/4rs5x/,https://osf.io/4rs5x/,osf.io/4rs5x,FALSE,recoded by me to deal with problem link,Cortex,10.1016/j.cortex.2019.06.009,2019,"Lucas, Nadia; Bourgeois, Alexia; Carrera, Emmanuel; Landis, Theodor; Vuilleumier, Patrik",Impaired visual search with paradoxically increased facilitation by emotional features after unilateral pulvinar damage
a000300,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/4rs5x/,yes,NA,https://osf.io/4rs5x/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://osf.io/4rs5x/,https://osf.io/4rs5x/,osf.io/4rs5x,FALSE,recoded by me to deal with problem link,Cortex,10.1016/j.cortex.2019.06.009,2019,"Lucas, Nadia; Bourgeois, Alexia; Carrera, Emmanuel; Landis, Theodor; Vuilleumier, Patrik",Impaired visual search with paradoxically increased facilitation by emotional features after unilateral pulvinar damage
a000300,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/4rs5x/,yes,NA,https://osf.io/4rs5x/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/4rs5x/,https://osf.io/4rs5x/,osf.io/4rs5x,FALSE,recoded by me to deal with problem link,Cortex,10.1016/j.cortex.2019.06.009,2019,"Lucas, Nadia; Bourgeois, Alexia; Carrera, Emmanuel; Landis, Theodor; Vuilleumier, Patrik",Impaired visual search with paradoxically increased facilitation by emotional features after unilateral pulvinar damage
a000300,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/9tm36/,no,"""Resource deleted""",NA,NA,NA,NA,NA,NA,NA,NA,I didn't have any problems with this article,https://osf.io/9tm36/,https://osf.io/9tm36/,osf.io/9tm36,FALSE,recoded by me to deal with problem link,Cortex,10.1016/j.cortex.2019.06.009,2019,"Lucas, Nadia; Bourgeois, Alexia; Carrera, Emmanuel; Landis, Theodor; Vuilleumier, Patrik",Impaired visual search with paradoxically increased facilitation by emotional features after unilateral pulvinar damage
a000300,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/9tm36/,yes,NA,https://osf.io/9tm36/,yes,NA,OSF,no,NA,NA,NA,"url works, but displays message ""resource deleted: user has deleted this content""",https://osf.io/9tm36/,https://osf.io/9tm36/,osf.io/9tm36,FALSE,recoded by me to deal with problem link,Cortex,10.1016/j.cortex.2019.06.009,2019,"Lucas, Nadia; Bourgeois, Alexia; Carrera, Emmanuel; Landis, Theodor; Vuilleumier, Patrik",Impaired visual search with paradoxically increased facilitation by emotional features after unilateral pulvinar damage
a000359,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5284/1011888,yes,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,yes,NA,Archaeology Data Service,yes,NA,partial,Repository contained hundreds of files organised into seven sections (folder). Downloaded at least one file from each section to check,"Straightforward, no issues",NA,https://doi.org/10.5284/1011888,doi.org/10.5284/1011888,FALSE,coded by me alone,Internet Archaeology,10.11141/ia.36.8,2014,Framework Archaeology,Heathrow Terminal 5 Excavation Archive (Data Paper)
a000367,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/YM4LDG,no,Doi cannot be found,NA,NA,NA,NA,NA,NA,NA,NA,Doi cannot be found,NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,FALSE,recoded by me to deal with problem link,American Journal of Political Science,10.1111/ajps.12365,2018,"Campbell, David E.; Layman, Geoffrey C.; Green, John C.; Sumaktoyo, Nathanael G.",Putting Politics First: The Impact of Politics on American Religious and Secular Orientations
a000367,kongmanas,2020-04-18,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/YM4LDG,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work,NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,FALSE,recoded by me to deal with problem link,American Journal of Political Science,10.1111/ajps.12365,2018,"Campbell, David E.; Layman, Geoffrey C.; Green, John C.; Sumaktoyo, Nathanael G.",Putting Politics First: The Impact of Politics on American Religious and Secular Orientations
a000367,sophia,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/YM4LDG,no,"""DOI Not Found' error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,FALSE,recoded by me to deal with problem link,American Journal of Political Science,10.1111/ajps.12365,2018,"Campbell, David E.; Layman, Geoffrey C.; Green, John C.; Sumaktoyo, Nathanael G.",Putting Politics First: The Impact of Politics on American Religious and Secular Orientations
a000367,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/YM4LDG,other,Link provided does not work but searching on Harvard Dataverse located the data repository,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BRRZSK,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link provided did not work, had to search for correct repo",NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,FALSE,recoded by me to deal with problem link,American Journal of Political Science,10.1111/ajps.12365,2018,"Campbell, David E.; Layman, Geoffrey C.; Green, John C.; Sumaktoyo, Nathanael G.",Putting Politics First: The Impact of Politics on American Religious and Secular Orientations
a000391,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,4,3,European Bioinformations Institute Accession No. PRJEB11414,other,Needed to navigate to European Bioinformatics Institute website and search by accession number,https://www.ebi.ac.uk/ena/browser/view/PRJEB11414,yes,NA,European Nucleotide Archive,yes,NA,partial,Files exceed 100MB - single file plus metadata downloaded,Large genetic dataset many GB,European Bioinformations Institute Accession No. PRJEB11414,European Bioinformations Institute Accession No. PRJEB11414,European Bioinformations Institute Accession No. PRJEB11414,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.22977,2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan",Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)
a000391,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,4,4,European Bioinformations Institute Accession No. PRJEB30873,other,Needed to navigate to European Bioinformatics Institute website and search by accession number,https://www.ebi.ac.uk/ena/browser/view/PRJEB30873,yes,NA,European Nucleotide Archive,yes,NA,yes,NA,Was able to download all files listed on page,European Bioinformations Institute Accession No. PRJEB30873,European Bioinformations Institute Accession No. PRJEB30873,European Bioinformations Institute Accession No. PRJEB30873,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.22977,2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan",Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)
a000391,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,2,2,https://github.com/knights-lab/douc_gut_sites,yes,NA,https://github.com/knights-lab/douc_gut_sites,yes,NA,GITHUB,yes,NA,yes,NA,I didn't have any problems with this link,https://github.com/knights-lab/douc_gut_sites,https://github.com/knights-lab/douc_gut_sites,github.com/knights-lab/douc_gut_sites,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.22977,2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan",Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)
a000391,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,4,2,https://github.com/knights-lab/douc_gut_sites,yes,NA,https://github.com/knights-lab/douc_gut_sites,yes,NA,Github,yes,NA,yes,NA,"Straightforward, no issues",https://github.com/knights-lab/douc_gut_sites,https://github.com/knights-lab/douc_gut_sites,github.com/knights-lab/douc_gut_sites,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.22977,2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan",Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)
a000391,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,2,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS DATABASE,yes,NA,other,Need to fill in a form to download data,Did not download data as form is required to be filled out,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.22977,2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan",Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)
a000391,sophia,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS Database,yes,NA,yes,NA,I didn't have any problems with this article,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.22977,2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan",Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)
