study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,review_coding,review_notes,Publication Title,DOI,Publication Year,Author,Title
a001005,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,other,link is garbled version of two separate links pointing to the same place; easy to determine the intended link,https://osf.io/x8bv9/,yes,NA,OSF,yes,NA,yes,NA,"Url in PDF is garbled - clicking directly results in an error, but in-text url is clear",https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,FALSE,recoded by me to deal with broken link_url,Cortex,10.1016/j.cortex.2019.04.025,2019,"Martín-Arévalo, E.; Lupiáñez, J.; Narganes-Pineda, C.; Marino, G.; Colás, I.; Chica, Ana B.",The causal role of the left parietal lobe in facilitation and inhibition of return
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,2,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,https://data.mendeley.com/datasets/46ynjsp243/1,https://data.mendeley.com/datasets/46ynjsp243/1,data.mendeley.com/datasets/46ynjsp243/1,FALSE,recoded by me - case where data available on mendeley,Journal of Research in Personality,10.1016/j.jrp.2019.01.001,2019,"Borelli, Jessica L.; Peng, Xiaolin; Hong, Kajung; Froidevaux, Nicole M.; Sbarra, David A.",Accuracy and confidence in perceptions of targets’ attachment to former partners: Do judges vary as a function of individual differences in attachment orientation?
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,1,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,https://data.mendeley.com/datasets/hv7mxpct6f/3,https://data.mendeley.com/datasets/hv7mxpct6f/3,data.mendeley.com/datasets/hv7mxpct6f/3,FALSE,recoded by me - case where data available on mendeley,Journal of Research in Personality,10.1016/j.jrp.2019.01.001,2019,"Borelli, Jessica L.; Peng, Xiaolin; Hong, Kajung; Froidevaux, Nicole M.; Sbarra, David A.",Accuracy and confidence in perceptions of targets’ attachment to former partners: Do judges vary as a function of individual differences in attachment orientation?
a001016,kongmanas,2020-04-19,yes,NA,no,NA,other,There is a link in the first page which is not described as the link to data repositary,1,1,https://doi.org/10.1016/j.jrp.2019.01.001,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618301776?via%3Dihub,other,The data file is in the ScienceDirect website,NA,yes,NA,yes,NA,"There is no data statement about the open data, but there is a link URL in the first page (which is not described as the link to data repositary). This URL leads  the ScienceDirect website which contains data files.",NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Research in Personality,10.1016/j.jrp.2019.01.001,2019,"Borelli, Jessica L.; Peng, Xiaolin; Hong, Kajung; Froidevaux, Nicole M.; Sbarra, David A.",Accuracy and confidence in perceptions of targets’ attachment to former partners: Do judges vary as a function of individual differences in attachment orientation?
a001016,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/cgzav/,yes,NA,https://osf.io/srcfa/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Research in Personality,10.1016/j.jrp.2019.01.001,2019,"Borelli, Jessica L.; Peng, Xiaolin; Hong, Kajung; Froidevaux, Nicole M.; Sbarra, David A.",Accuracy and confidence in perceptions of targets’ attachment to former partners: Do judges vary as a function of individual differences in attachment orientation?
a001087,steve,2020-07-26,yes,NA,yes,NA,yes,NA,4,3,https://osf.io/cmw75,yes,NA,https://osf.io/cmw75,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/cmw75,https://osf.io/cmw75,osf.io/cmw75,FALSE,recoded by me to add multiple extra links,European Journal of Personality,10.1002/per.2184,2019,"Suessenbach, Felix; Loughnan, Steve; Schönbrodt, Felix D.; Moore, Adam B.","The Dominance, Prestige, and Leadership Account of Social Power Motives"
a001087,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/uxtq2/,yes,NA,https://osf.io/uxtq2/,yes,NA,OSF,yes,NA,yes,NA,NA,https://osf.io/uxtq2/,https://osf.io/uxtq2/,osf.io/uxtq2,FALSE,recoded by me to add multiple extra links,European Journal of Personality,10.1002/per.2184,2019,"Suessenbach, Felix; Loughnan, Steve; Schönbrodt, Felix D.; Moore, Adam B.","The Dominance, Prestige, and Leadership Account of Social Power Motives"
a001087,steve,2020-07-26,yes,NA,yes,NA,yes,NA,4,1,https://osf.io/uxtq2/,yes,NA,https://osf.io/uxtq2/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/uxtq2/,https://osf.io/uxtq2/,osf.io/uxtq2,FALSE,recoded by me to add multiple extra links,European Journal of Personality,10.1002/per.2184,2019,"Suessenbach, Felix; Loughnan, Steve; Schönbrodt, Felix D.; Moore, Adam B.","The Dominance, Prestige, and Leadership Account of Social Power Motives"
a001087,steve,2020-07-26,yes,NA,yes,NA,yes,NA,4,2,https://osf.io/rge59/,yes,NA,https://osf.io/rge59/,yes,NA,OSF,yes,NA,yes,NA,"This was the preregistration document, but it was not apparent this was the case from the data availability statement",NA,NA,NA,FALSE,recoded by me to add multiple extra links,European Journal of Personality,10.1002/per.2184,2019,"Suessenbach, Felix; Loughnan, Steve; Schönbrodt, Felix D.; Moore, Adam B.","The Dominance, Prestige, and Leadership Account of Social Power Motives"
a001087,steve,2020-07-26,yes,NA,yes,NA,yes,NA,4,4,https://osf.io/7c8sn/,yes,NA,https://osf.io/7c8sn,yes,NA,OSF Registries,no,NA,NA,NA,"This was a link to preregistration information, no files were present",NA,NA,NA,FALSE,recoded by me to add multiple extra links,European Journal of Personality,10.1002/per.2184,2019,"Suessenbach, Felix; Loughnan, Steve; Schönbrodt, Felix D.; Moore, Adam B.","The Dominance, Prestige, and Leadership Account of Social Power Motives"
a001125,steve,2020-08-09,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,1,1,https://data.mendeley.com/datasets/k29ty5nh48/1,yes,NA,https://data.mendeley.com/datasets/k29ty5nh48/1,yes,NA,Mendeley,yes,NA,yes,NA,"Straightforward, no issues",https://data.mendeley.com/datasets/k29ty5nh48/1,https://data.mendeley.com/datasets/k29ty5nh48/1,data.mendeley.com/datasets/k29ty5nh48/1,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.03.011,2018,"Reynolds, Tania; Baumeister, Roy F.; Maner, Jon K.",Competitive reputation manipulation: Women strategically transmit social information about romantic rivals
a001125,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,NA,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,no,NA,"Elsevier, which in itself is not a data repository.",no,NA,NA,NA,"The link to elsevier has no hint as to where to find the data. Upon further checking, the data does exist in Mendeley Data repository, but as the link did not redirect anywhere in Mendeley, files were not downloaded.",NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.03.011,2018,"Reynolds, Tania; Baumeister, Roy F.; Maner, Jon K.",Competitive reputation manipulation: Women strategically transmit social information about romantic rivals
a001125,oliver,2020-04-28,yes,NA,yes,NA,other,Only link with data statement leads to general page - not data linked to study,1,1,elsevier.com/journals/journal-of-experimental-social-psychology/ 0022-1031/guide-for-authors.,other,"Works, but does not lead to data",Could not resolve,other,Could not resolve,NA,no,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.03.011,2018,"Reynolds, Tania; Baumeister, Roy F.; Maner, Jon K.",Competitive reputation manipulation: Women strategically transmit social information about romantic rivals
a001125,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,1,1,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,NA,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,NA,Elsevier,no,NA,NA,NA,lead to a information page for authors,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.03.011,2018,"Reynolds, Tania; Baumeister, Roy F.; Maner, Jon K.",Competitive reputation manipulation: Women strategically transmit social information about romantic rivals
a001147,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,no,Error 404 Page Not found,NA,NA,NA,NA,NA,NA,NA,NA,Error 404 - page not found,NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,dataverse.harvard.edu/dataset.xhtml?id=3037337,FALSE,recoded by me - original coders got errors but not me,Psychological Science,10.1177/0956797617728270,2017,"Petersen, Michael Bang",Healthy Out-Group Members Are Represented Psychologically as Infected In-Group Members
a001147,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,no,"Could not resolve URL as outside remit of UoM student account, but this may be a way of finding it via manually searching Harvard Dataverse:  |  doi:10.1177/0956797617728270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,dataverse.harvard.edu/dataset.xhtml?id=3037337,FALSE,recoded by me - original coders got errors but not me,Psychological Science,10.1177/0956797617728270,2017,"Petersen, Michael Bang",Healthy Out-Group Members Are Represented Psychologically as Infected In-Group Members
a001147,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Straightforward, no issues - despite earlier indications that url did not work",NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,dataverse.harvard.edu/dataset.xhtml?id=3037337,FALSE,recoded by me - original coders got errors but not me,Psychological Science,10.1177/0956797617728270,2017,"Petersen, Michael Bang",Healthy Out-Group Members Are Represented Psychologically as Infected In-Group Members
a001149,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,2,2,DDBJ database accession no. DRP005397,other,Needed to navigate to Bioinformation and DDBJ Center website and search by accession number,https://ddbj.nig.ac.jp/DRASearch/study?acc=DRP005397,yes,NA,DDBJ,yes,NA,partial,"Total download size exceeded 100MB, downloaded metadata and two data files","The data availability statement reads ""The data have been deposited in the DDBJ database with accession number DRP005397."" but there is no hyperlink in article",DDBJ database accession no. DRP005397,DDBJ database accession no. DRP005397,DDBJ database accession no. DRP005397,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23072,2019,"Lee, Wanyi; Hayakawa, Takashi; Kiyono, Mieko; Yamabata, Naoto; Hanya, Goro",Gut microbiota composition of Japanese macaques associates with extent of human encroachment
a001149,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://www.iris‐database.org/iris/app/home/detail?id=york:934328,no,Link appears to be broken,NA,NA,NA,NA,NA,NA,NA,NA,Data availability statement says files are also available from DDBJ but no link provided.,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,www.irisdatabase.org/iris/app/home/detail?id=york:934328,TRUE,iter03: this record should be dropped,American Journal of Primatology,10.1002/ajp.23072,2019,"Lee, Wanyi; Hayakawa, Takashi; Kiyono, Mieko; Yamabata, Naoto; Hanya, Goro",Gut microbiota composition of Japanese macaques associates with extent of human encroachment
a001149,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,Iris database,yes,NA,yes,NA,I didn't have any problems with this article,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,www.irisdatabase.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23072,2019,"Lee, Wanyi; Hayakawa, Takashi; Kiyono, Mieko; Yamabata, Naoto; Hanya, Goro",Gut microbiota composition of Japanese macaques associates with extent of human encroachment
a001149,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,2,1,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,other,Embedded url has an invalid character - it should be a hyphen. Fixing the hyphen makes the url behave as expected,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"The linked data seems to be for a completely different study (in the journal Language Learning), nothing to do with the article at all.",https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,www.irisdatabase.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23072,2019,"Lee, Wanyi; Hayakawa, Takashi; Kiyono, Mieko; Yamabata, Naoto; Hanya, Goro",Gut microbiota composition of Japanese macaques associates with extent of human encroachment
a001221,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/BAG0DS,no,"""DOI not found"" page",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.7910/DVN/BAG0DS,doi.org/10.7910/DVN/BAG0DS,FALSE,recoded by me - broken link,American Journal of Political Science,10.1111/ajps.12335,2018,"Renshon, Jonathan; Dafoe, Allan; Huth, Paul",Leader Influence and Reputation Formation in World Politics
a001221,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/BAG0DS,other,DOI not found; data found by searching Harvard Dataverse by author name,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HIQ4BV,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Original link did not work, DOI does not exist",NA,https://doi.org/10.7910/DVN/BAG0DS,doi.org/10.7910/DVN/BAG0DS,FALSE,recoded by me - broken link,American Journal of Political Science,10.1111/ajps.12335,2018,"Renshon, Jonathan; Dafoe, Allan; Huth, Paul",Leader Influence and Reputation Formation in World Politics
a001250,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,2,1,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,no,URL not found,NA,NA,NA,NA,NA,NA,NA,NA,Article had 2 links - This URL not found,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,FALSE,recoded by me - broken link,European Journal of Personality,10.1002/per.2189,2019,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood
a001250,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,2,1,https://dbk.gesis.org/DBKSearch/SDesc2asp?no=6701,no,404 Not found',NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,FALSE,recoded by me - broken link,European Journal of Personality,10.1002/per.2189,2019,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood
a001250,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,1,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,other,"As presented, link does not work, but searching from the gesis home page does locate the correct dataset",https://search.gesis.org/research_data/ZA6701,yes,NA,GESIS,other,Application required to access data,other,Was able to download metadata documents but no actual data,"Original link did not work but dataset locateable, need to apply to access data set",https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,FALSE,recoded by me - broken link,European Journal of Personality,10.1002/per.2189,2019,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood
a001250,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/wk9rp/,yes,NA,https://osf.io/wk9rp/,yes,NA,OSF,yes,NA,yes,NA,Article had 2 links - This link ok,https://osf.io/wk9rp/,https://osf.io/wk9rp/,osf.io/wk9rp,FALSE,recoded by me - checking issue of multiple links?,European Journal of Personality,10.1002/per.2189,2019,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood
a001250,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/wk9rp/,yes,NA,https://osf.io/wk9rp/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://osf.io/wk9rp/,https://osf.io/wk9rp/,osf.io/wk9rp,FALSE,recoded by me - checking issue of multiple links?,European Journal of Personality,10.1002/per.2189,2019,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood
a001250,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/wk9rp/,yes,NA,https://osf.io/wk9rp/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues - link contained code for processing data",https://osf.io/wk9rp/,https://osf.io/wk9rp/,osf.io/wk9rp,FALSE,recoded by me - checking issue of multiple links?,European Journal of Personality,10.1002/per.2189,2019,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood
a001280,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/cxc6f/,no,Invalid link,NA,NA,NA,NA,NA,NA,NA,NA,Invalid link,https://osf.io/cxc6f/,https://osf.io/cxc6f/,osf.io/cxc6f,FALSE,recoded by me - original coders got errors but not me,European Journal of Personality,10.1002/per.2179,2018,"Masselink, M.; Van Roekel, E.; Hankin, B.l.; Keijsers, L.; Lodder, G.m.a.; Vanhalst, J.; Verhagen, M.; Young, J.f.; Oldehinkel, A.j.",The Longitudinal Association Between Self-esteem and Depressive Symptoms in Adolescents: Separating Between-Person Effects from Within-Person Effects
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/cxc6f/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,Next 2 links - page was not found,https://osf.io/cxc6f/,https://osf.io/cxc6f/,osf.io/cxc6f,FALSE,recoded by me - original coders got errors but not me,European Journal of Personality,10.1002/per.2179,2018,"Masselink, M.; Van Roekel, E.; Hankin, B.l.; Keijsers, L.; Lodder, G.m.a.; Vanhalst, J.; Verhagen, M.; Young, J.f.; Oldehinkel, A.j.",The Longitudinal Association Between Self-esteem and Depressive Symptoms in Adolescents: Separating Between-Person Effects from Within-Person Effects
a001280,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cxc6f/,yes,NA,https://osf.io/cxc6f/,yes,NA,OSF,yes,NA,yes,NA,Article includes two other links which are just specific files or sub-projects within the main project link (https://osf.io/y3zcn/ and http://www.osf.io/p7xcj) - these were ignored in the final coding,https://osf.io/cxc6f/,https://osf.io/cxc6f/,osf.io/cxc6f,FALSE,recoded by me - original coders got errors but not me,European Journal of Personality,10.1002/per.2179,2018,"Masselink, M.; Van Roekel, E.; Hankin, B.l.; Keijsers, L.; Lodder, G.m.a.; Vanhalst, J.; Verhagen, M.; Young, J.f.; Oldehinkel, A.j.",The Longitudinal Association Between Self-esteem and Depressive Symptoms in Adolescents: Separating Between-Person Effects from Within-Person Effects
a001280,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/y3zcn/,no,Invalid link,NA,NA,NA,NA,NA,NA,NA,NA,Invalid link,NA,NA,NA,FALSE,recoded by me - original coders got errors but not me,European Journal of Personality,10.1002/per.2179,2018,"Masselink, M.; Van Roekel, E.; Hankin, B.l.; Keijsers, L.; Lodder, G.m.a.; Vanhalst, J.; Verhagen, M.; Young, J.f.; Oldehinkel, A.j.",The Longitudinal Association Between Self-esteem and Depressive Symptoms in Adolescents: Separating Between-Person Effects from Within-Person Effects
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,1,www.osf.io/p7xcj,yes,NA,https://osf.io/p7xcj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,NA,NA,NA,FALSE,recoded by me - original coders got errors but not me,European Journal of Personality,10.1002/per.2179,2018,"Masselink, M.; Van Roekel, E.; Hankin, B.l.; Keijsers, L.; Lodder, G.m.a.; Vanhalst, J.; Verhagen, M.; Young, J.f.; Oldehinkel, A.j.",The Longitudinal Association Between Self-esteem and Depressive Symptoms in Adolescents: Separating Between-Person Effects from Within-Person Effects
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/y3zcn/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me - original coders got errors but not me,European Journal of Personality,10.1002/per.2179,2018,"Masselink, M.; Van Roekel, E.; Hankin, B.l.; Keijsers, L.; Lodder, G.m.a.; Vanhalst, J.; Verhagen, M.; Young, J.f.; Oldehinkel, A.j.",The Longitudinal Association Between Self-esteem and Depressive Symptoms in Adolescents: Separating Between-Person Effects from Within-Person Effects
a001329,steve,2020-11-07,yes,NA,other,Appendix A states that supplementary data is available on journal website but the actual link to the shared data is in the body of the article.,yes,NA,1,1,http://osf.io/rkae4,yes,NA,https://osf.io/rkae4/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",http://osf.io/rkae4,http://osf.io/rkae4,osf.io/rkae4,FALSE,iter02: recoded by me due to other coders missing actual data link,Journal of Research in Personality,10.1016/j.jrp.2019.02.001,2019,"Proyer, René T.; Brauer, Kay; Wolf, Annegret; Chick, Garry",Adult playfulness and relationship satisfaction: An APIM analysis of romantic couples
a001329,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2019.02.001,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656619300200?via%3Dihub,yes,NA,Science Direct,other,Unable to download without login access,no,NA,Unable to download without login access,NA,NA,NA,FALSE,iter02: recoded by me due to other coders missing actual data link (this record dropped),Journal of Research in Personality,10.1016/j.jrp.2019.02.001,2019,"Proyer, René T.; Brauer, Kay; Wolf, Annegret; Chick, Garry",Adult playfulness and relationship satisfaction: An APIM analysis of romantic couples
a001329,kongmanas,2020-04-14,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2019.02.001,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656619300200?via%3Dihub,other,The data file is in the ScienceDirect website,NA,yes,NA,other,Need to register to before access to download,The data file is in the ScienceDirect website and the registration is needed to download the data file,NA,NA,NA,FALSE,iter02: recoded by me due to other coders missing actual data link (this record dropped),Journal of Research in Personality,10.1016/j.jrp.2019.02.001,2019,"Proyer, René T.; Brauer, Kay; Wolf, Annegret; Chick, Garry",Adult playfulness and relationship satisfaction: An APIM analysis of romantic couples
a001394,steve,2020-09-02,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,2,1,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,yes,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,other,hosted by Elsevier - not an independent respository,NA,yes,NA,yes,NA,"Had to go to the journal webpage, then follow link to open data from there. Otherwise, straightforward",https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,FALSE,recoded by me due to two-step link to data,Journal of Research in Personality,10.1016/j.jrp.2017.11.003,2018,"Marcus, David K.; Preszler, Jonathan; Zeigler-Hill, Virgil",A network of dark personality traits: What lies at the heart of darkness?
a001394,steve,2020-09-02,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,2,2,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,yes,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,other,hosted by Elsevier - not an independent respository,NA,yes,NA,yes,NA,"Had to go to the journal webpage, then follow link to open data from there. Otherwise, straightforward",https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,FALSE,recoded by me due to two-step link to data,Journal of Research in Personality,10.1016/j.jrp.2017.11.003,2018,"Marcus, David K.; Preszler, Jonathan; Zeigler-Hill, Virgil",A network of dark personality traits: What lies at the heart of darkness?
a001394,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2017.11.003,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656617301095?via%3Dihub,other,Journal's website at ScienceDirect,NA,yes,NA,yes,NA,Only supplementary data found,NA,NA,NA,FALSE,recoded by me due to two-step link to data,Journal of Research in Personality,10.1016/j.jrp.2017.11.003,2018,"Marcus, David K.; Preszler, Jonathan; Zeigler-Hill, Virgil",A network of dark personality traits: What lies at the heart of darkness?
a001394,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.1016/j.jrp.2017.11.003,other,Leads to main page on ScienceDirect,(resolved url not entered by coder),yes,NA,ScienceDirect,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,NA,NA,NA,FALSE,recoded by me due to two-step link to data,Journal of Research in Personality,10.1016/j.jrp.2017.11.003,2018,"Marcus, David K.; Preszler, Jonathan; Zeigler-Hill, Virgil",A network of dark personality traits: What lies at the heart of darkness?
a001476,evelyn,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://figshare.com/s/0bfe19464337b17fb326,yes,NA,https://figshare.com/s/0bfe19464337b17fb326,yes,NA,Figshare,yes,NA,yes,NA,I didn't have any problems with this article,https://figshare.com/s/0bfe19464337b17fb326,https://figshare.com/s/0bfe19464337b17fb326,figshare.com/s/0bfe19464337b17fb326,FALSE,i fixed issue with broken link,Psychological Science,10.1177/0956797618798620,2018,"Sommet, Nicolas; Morselli, Davide; Spini, Dario",Income Inequality Affects the Psychological Health of Only the People Facing Scarcity
