study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned,review_coding,review_note
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,6,https://doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,NA,NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,8,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA,NA,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,NA,NA
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,8,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,NA,NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,1,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA,NA,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,NA,NA
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,1,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,SNAP,yes,NA,partial,"Link contains 31 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,NA,NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,3,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA,NA,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,NA,NA
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,3,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files",NA,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,NA,NA
a000221,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/syjhd/,yes,NA,https://osf.io/syjhd/,yes,NA,OSF,yes,NA,other,Files >100 MB,NA,NA,osf.io/syjhd/,osf.io/syjhd,NA,https://osf.io/syjhd/,osf.io/syjhd,NA,NA
a000221,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/syjhd/,yes,NA,https://osf.io/syjhd/,yes,NA,OSF,yes,NA,other,data file over 100MB,I didn't have any problems with this article,NA,https://osf.io/syjhd/,osf.io/syjhd,NA,https://osf.io/syjhd/,osf.io/syjhd,NA,NA
a000231,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/9SF3TI,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,yes,NA,HAVARD DATAVERSE,yes,NA,other,Files were not downloading even after > 15 minutes so did not continue,Did not download files,NA,https://doi.org/10.7910/DVN/9SF3TI,doi.org/10.7910/DVN/9SF3TI,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,NA,NA
a000231,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.7910/DVN/9SF3TI,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,yes,NA,Harvard version of Dataverse,yes,NA,other,File > 100MB,NA,NA,doi.org/10.7910/DVN/9SF3TI,doi.org/10.7910/DVN/9SF3TI,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,NA,NA
a000260,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,yes,NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,yes,NA,INDI,other,Need to request access to retrieve data using a request access form,no,NA,"Could not download data, due to having to request for data",NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,NA,NA
a000260,oliver,2020-04-25,yes,NA,yes,NA,yes,NA,1,1,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,yes,NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,no,NA,NA,other,"Article claims data is accessible in given link, but I could not see any clear links to download data. Hyperlinks that could lead to such data has a paywall - beyond remit of UoM student account.",no,NA,NA,NA,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,NA,NA
a000260,steve,2020-11-24,yes,NA,yes,NA,yes,NA,1,1,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,other,"The link is to a page with instructions on how to arrange access to the data, not a link to the data per se",http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,no,NA,NA,other,"The full phenotypic release of the data is required, and the site requires a data usage agreement to be approved before allowing access",no,NA,An approval process is in place due to confidentiality concerns - fair enough - there is a lot of detail provided about the process too,NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,fcon_1000.projects.nitrc.org/indi/enhanced/access.html,NA,NA
a000280,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,other,"the link is to the overall project page, which in turn links to many datasets","https://www.icpsr.umich.edu/web/ICPSR/studies/4652, https://www.icpsr.umich.edu/web/ICPSR/studies/36346",yes,NA,ICPSR,other,"Account required, may need to be from an approved institution",no,NA,"link chain to data files was 2 steps, somewhat clear which of the available datasets were relevant, account/access needed to download files",https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,"https://www.icpsr.umich.edu/web/ICPSR/studies/4652, https://www.icpsr.umich.edu/web/ICPSR/studies/36346","https://www.icpsr.umich.edu/web/ICPSR/studies/4652, https://www.icpsr.umich.edu/web/ICPSR/studies/36346","www.icpsr.umich.edu/web/ICPSR/studies/4652, https://www.icpsr.umich.edu/web/ICPSR/studies/36346",NA,NA
a000293,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rt6w2/,yes,NA,https://osf.io/rt6w2/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big,NA,https://osf.io/rt6w2/,osf.io/rt6w2,NA,https://osf.io/rt6w2/,osf.io/rt6w2,NA,NA
a000293,phuong,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rt6w2/,yes,NA,https://osf.io/rt6w2/,yes,NA,OSF,yes,NA,other,files are larger than 100MB,Hyperlink wasn't included,NA,https://osf.io/rt6w2/,osf.io/rt6w2,NA,https://osf.io/rt6w2/,osf.io/rt6w2,NA,NA
a000311,michelle,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/du5jc/,yes,NA,https://osf.io/du5jc/,yes,NA,OSF,yes,NA,other,1/2 of the files exceed 100MB,One file not downloaded as file size was too big,NA,https://osf.io/du5jc/,osf.io/du5jc,NA,https://osf.io/du5jc/,osf.io/du5jc,NA,NA
