study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url_cleaned,review_coding,review_notes,Publication Title,DOI,Publication Year,Author,Title
a000243,phuong,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://datadryad.org/stash/dataset/doi:10.5061/dryad.q88sm,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.q88sm,yes,NA,DRYAD,yes,NA,yes,NA,I didn't have any problems with this article,https://datadryad.org//resource/doi:10.5061/dryad.q88sm,https://datadryad.org//resource/doi:10.5061/dryad.q88sm,datadryad.org//resource/doi:10.5061/dryad.q88sm,datadryad.org/stash/dataset/doi:10.5061/dryad.q88sm,FALSE,valid redirection - confirmed,Psychological Science,10.1177/0956797617752642,2018,"Pleasant, Aleta; Barclay, Pat",Why Hate the Good Guy? Antisocial Punishment of High Cooperators Is Greater When People Compete To Be Chosen
a000250,kongmanas,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/TZRNKD,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TZRNKD,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/TZRNKD,dx.doi.org/10.7910/DVN/TZRNKD,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TZRNKD,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,Psychological Science,10.1177/0956797617720239,2018,"Spamann, Holger","Are Sleepy Punishers Really Harsh Punishers? Comment on Cho, Barnes, and Guanara (2017)"
a000250,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/TZRNKD,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TZRNKD,yes,NA,Harvard Dataverse Network,yes,NA,other,zip file was over 100MB,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/TZRNKD,dx.doi.org/10.7910/DVN/TZRNKD,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TZRNKD,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,Psychological Science,10.1177/0956797617720239,2018,"Spamann, Holger","Are Sleepy Punishers Really Harsh Punishers? Comment on Cho, Barnes, and Guanara (2017)"
a000259,oliver,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SZ9YXZ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SZ9YXZ,other,Harvard version of Dataverse,NA,yes,NA,partial,"Tried to download all files as part of 1 zip. Site didn't allow me to download all 12 files as 3 files had restricted access. Proceeded to download without those 3 files which was a success (host ok, files ok)",NA,https://doi.org/10.7910/DVN/SZ9YXZ,https://doi.org/10.7910/DVN/SZ9YXZ,doi.org/10.7910/DVN/SZ9YXZ,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SZ9YXZ,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12420,2019,"Kim, Jeong Hyun",Direct Democracy and Women's Political Engagement
a000259,sophia,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/SZ9YXZ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SZ9YXZ,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,"4 out of the 12 files required permission to access. Otherwise, I didn't have problems with this article.",https://doi.org/10.7910/DVN/SZ9YXZ,https://doi.org/10.7910/DVN/SZ9YXZ,doi.org/10.7910/DVN/SZ9YXZ,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SZ9YXZ,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12420,2019,"Kim, Jeong Hyun",Direct Democracy and Women's Political Engagement
a000267,evelyn,2020-05-08,yes,NA,yes,NA,other,provides doi,1,1,doi:10.7910/DVN/W2HZSO,other,article and data materials appear in google search,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W2HZSO,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,Did not have a direct link tot the files. Instead doi was provided to which the first google result is the article.,NA,doi:10.7910/DVN/W2HZSO,doi:10.7910/DVN/W2HZSO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W2HZSO,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12286,2017,"Flavin, Patrick; Hartney, Michael T.",Racial Inequality in Democratic Accountability: Evidence from Retrospective Voting in Local Elections
a000267,sophia,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,doi:10.7910/DVN/W2HZSO,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W2HZSO,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,doi:10.7910/DVN/W2HZSO,doi:10.7910/DVN/W2HZSO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W2HZSO,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12286,2017,"Flavin, Patrick; Hartney, Michael T.",Racial Inequality in Democratic Accountability: Evidence from Retrospective Voting in Local Elections
a000269,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.24414/ j0dx-9n36,yes,NA,https://www.astro.oma.be/doi/Seis_Grav/Gravity_DB.html,yes,NA,Royal Observatory of Belgium,yes,NA,yes,NA,No issues,https://doi.org/10.24414/j0dx-9n36,https://doi.org/10.24414/j0dx-9n36,doi.org/10.24414/j0dx-9n36,www.astro.oma.be/doi/Seis_Grav/Gravity_DB.html,NA,NA,Geoscience Data Journal,10.1002/gdj3.74,2019,"Verbeurgt, Jeffrey; Camp, Michel Van; Stal, Cornelis; Camelbeeck, Thierry; Sloover, Lars De; Poppe, Hans; Declercq, Pierre-Yves; Voet, Pierre; Constales, Denis; Troch, Peter; Maeyer, Philippe De; Wulf, Alain De",The gravity database for Belgium
a000269,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.24414/j0dx-9n36,yes,NA,https://www.astro.oma.be/doi/Seis_Grav/Gravity_DB.html,yes,NA,Royal Observatory of Belgium,yes,NA,yes,NA,"Straightforward, no issues",https://doi.org/10.24414/j0dx-9n36,https://doi.org/10.24414/j0dx-9n36,doi.org/10.24414/j0dx-9n36,www.astro.oma.be/doi/Seis_Grav/Gravity_DB.html,NA,NA,Geoscience Data Journal,10.1002/gdj3.74,2019,"Verbeurgt, Jeffrey; Camp, Michel Van; Stal, Cornelis; Camelbeeck, Thierry; Sloover, Lars De; Poppe, Hans; Declercq, Pierre-Yves; Voet, Pierre; Constales, Denis; Troch, Peter; Maeyer, Philippe De; Wulf, Alain De",The gravity database for Belgium
a000270,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1031492,yes,NA,https://archaeologydataservice.ac.uk/archives/view/romurbital_mc_2015/,yes,NA,Archaeology Data Service,yes,NA,yes,NA,No issues,NA,http://dx.doi.org/10.5284/1031492,dx.doi.org/10.5284/1031492,archaeologydataservice.ac.uk/archives/view/romurbital_mc_2015,NA,NA,Internet Archaeology,10.11141/ia.40.2,2015,"Sewell, Jamie; Witcher, Robert",Urbanism in Ancient Peninsular Italy: developing a methodology for a database analysis of higher order settlements (350 BCE to 300 CE)
a000270,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1031492,yes,NA,https://archaeologydataservice.ac.uk/archives/view/romurbital_mc_2015/,yes,NA,Archaeology Data Service,yes,NA,yes,NA,"Straightforward, no issues",NA,http://dx.doi.org/10.5284/1031492,dx.doi.org/10.5284/1031492,archaeologydataservice.ac.uk/archives/view/romurbital_mc_2015,NA,NA,Internet Archaeology,10.11141/ia.40.2,2015,"Sewell, Jamie; Witcher, Robert",Urbanism in Ancient Peninsular Italy: developing a methodology for a database analysis of higher order settlements (350 BCE to 300 CE)
a000275,nguyenlam,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/Q8CSU8,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8CSU8,yes,NA,Harvard Dataverse,yes,NA,yes,NA,Not have any problems,NA,http://dx.doi.org/10.7910/DVN/Q8CSU8,dx.doi.org/10.7910/DVN/Q8CSU8,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8CSU8,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12290,2017,"Pérez, Efrén O.; Tavits, Margit",Language Shapes People's Time Perspective and Support for Future‐Oriented Policies
a000275,phuong,2020-04-27,yes,NA,no,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/Q8CSU8,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8CSU8,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/Q8CSU8,dx.doi.org/10.7910/DVN/Q8CSU8,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8CSU8,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12290,2017,"Pérez, Efrén O.; Tavits, Margit",Language Shapes People's Time Perspective and Support for Future‐Oriented Policies
a000296,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.7271480.v1,yes,NA,https://figshare.com/articles/The_Co-occurrence_of_Pitch_and_Rhythm_Disorders_in_Congenital_Amusia/7271480/1,yes,NA,figshare,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",NA,https://doi.org/10.6084/m9.figshare.7271480.v1,doi.org/10.6084/m9.figshare.7271480.v1,figshare.com/articles/The_Co-occurrence_of_Pitch_and_Rhythm_Disorders_in_Congenital_Amusia/7271480/1,FALSE,link_url was a DOI shortcut to a Figshare repo - was able to match unique info in link_url to unique info in resolved_url,Cortex,10.1016/j.cortex.2018.11.036,2019,"Lagrois, Marie-Élaine; Peretz, Isabelle",The co-occurrence of pitch and rhythm disorders in congenital amusia
a000296,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.7271480.v1,yes,NA,https://figshare.com/articles/The_Co-occurrence_of_Pitch_and_Rhythm_Disorders_in_Congenital_Amusia/7271480/1,yes,NA,FIGSHARE,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.cortex.2018.11.036",NA,https://doi.org/10.6084/m9.figshare.7271480.v1,doi.org/10.6084/m9.figshare.7271480.v1,figshare.com/articles/The_Co-occurrence_of_Pitch_and_Rhythm_Disorders_in_Congenital_Amusia/7271480/1,FALSE,link_url was a DOI shortcut to a Figshare repo - was able to match unique info in link_url to unique info in resolved_url,Cortex,10.1016/j.cortex.2018.11.036,2019,"Lagrois, Marie-Élaine; Peretz, Isabelle",The co-occurrence of pitch and rhythm disorders in congenital amusia
a000302,phuong,2020-04-15,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/9AWUYJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9AWUYJ,yes,NA,Havard Dataverse,yes,NA,yes,NA,The data badge was in black and white,NA,https://doi.org/10.7910/DVN/9AWUYJ,doi.org/10.7910/DVN/9AWUYJ,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9AWUYJ,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12346,2018,"Barnes, Lucy; Hicks, Timothy",Making Austerity Popular: The Media and Mass Attitudes toward Fiscal Policy
a000302,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/9AWUYJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9AWUYJ,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/9AWUYJ,doi.org/10.7910/DVN/9AWUYJ,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9AWUYJ,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12346,2018,"Barnes, Lucy; Hicks, Timothy",Making Austerity Popular: The Media and Mass Attitudes toward Fiscal Policy
a000303,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WZV20D,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WZV20D,yes,NA,Dataverse,yes,NA,yes,NA,Ok,NA,https://doi.org/10.7910/DVN/WZV20D,doi.org/10.7910/DVN/WZV20D,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WZV20D,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12307,2017,"Ryan, Timothy J.",How Do Indifferent Voters Decide? The Political Importance of Implicit Attitudes
a000303,matthew,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WZV20D,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WZV20D,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No problems with this article,NA,https://doi.org/10.7910/DVN/WZV20D,doi.org/10.7910/DVN/WZV20D,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WZV20D,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12307,2017,"Ryan, Timothy J.",How Do Indifferent Voters Decide? The Political Importance of Implicit Attitudes
a000305,evelyn,2020-05-13,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/LVHIYG,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LVHIYG,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/LVHIYG,dx.doi.org/10.7910/DVN/LVHIYG,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LVHIYG,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12298,2017,"Christenson, Dino P.; Kriner, Douglas L.",Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action
a000305,phuong,2020-04-27,yes,NA,no,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/LVHIYG,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LVHIYG,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/LVHIYG,dx.doi.org/10.7910/DVN/LVHIYG,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LVHIYG,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12298,2017,"Christenson, Dino P.; Kriner, Douglas L.",Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action
a000305,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/LVHIYG,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LVHIYG,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/LVHIYG,dx.doi.org/10.7910/DVN/LVHIYG,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LVHIYG,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12298,2017,"Christenson, Dino P.; Kriner, Douglas L.",Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action
a000309,aniruddah,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.14264/uql.2019.12,yes,NA,https://espace.library.uq.edu.au/view/UQ:21a02ec,yes,NA,UQ eSpace,yes,NA,other,Total download size breaches the 100MB threshold.,"The repository was a new one. The files required seperate download. Some files were small a(1MB), others were way bigger(10GB). Considering zipping all of them together would not reduce file size below 100MB, file was not downloaded. No other appropriate source of data other then this either.",NA,https://doi.org/10.14264/uql.2019.12,doi.org/10.14264/uql.2019.12,espace.library.uq.edu.au/view/UQ:21a02ec,FALSE,doi used redirects to uq repo - confirmed,Cortex,10.1016/j.cortex.2019.02.012,2019,"Filmer, Hannah L.; Ehrhardt, Shane E.; Bollmann, Saskia; Mattingley, Jason B.; Dux, Paul E.",Accounting for individual differences in the response to tDCS with baseline levels of neurochemical excitability
a000309,matthew,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.14264/uql.2019.12,yes,NA,https://espace.library.uq.edu.au/view/UQ:21a02ec,yes,NA,UQ eSpace,yes,NA,partial,Some files were over 10GB,Files were too big,NA,https://doi.org/10.14264/uql.2019.12,doi.org/10.14264/uql.2019.12,espace.library.uq.edu.au/view/UQ:21a02ec,FALSE,doi used redirects to uq repo - confirmed,Cortex,10.1016/j.cortex.2019.02.012,2019,"Filmer, Hannah L.; Ehrhardt, Shane E.; Bollmann, Saskia; Mattingley, Jason B.; Dux, Paul E.",Accounting for individual differences in the response to tDCS with baseline levels of neurochemical excitability
a000315,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/JTV6W6,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JTV6W6,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/JTV6W6,doi.org/10.7910/DVN/JTV6W6,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JTV6W6,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12350,2018,"Clifford, Scott; Jerit, Jennifer","Disgust, Anxiety, and Political Learning in the Face of Threat"
a000315,phuong,2020-04-15,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/JTV6W6,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JTV6W6,yes,NA,Havard Dataverse,yes,NA,yes,NA,The data badge was in black and white,NA,https://doi.org/10.7910/DVN/JTV6W6,doi.org/10.7910/DVN/JTV6W6,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JTV6W6,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12350,2018,"Clifford, Scott; Jerit, Jennifer","Disgust, Anxiety, and Political Learning in the Face of Threat"
a000319,phuong,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.17605/OSF.IO/P49YA,yes,NA,https://osf.io/p49ya/,yes,NA,OSF,yes,NA,yes,NA,The data badge was in black and white,NA,http://doi.org/10.17605/OSF.IO/P49YA,doi.org/10.17605/OSF.IO/P49YA,osf.io/p49ya,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Strategic Management Journal,10.1002/smj.2660,2017,"Levine, Sheen S.; Bernard, Mark; Nagel, Rosemarie",Strategic Intelligence: The Cognitive Capability to Anticipate Competitor Behavior
a000319,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.17605/OSF.IO/P49YA,yes,NA,https://osf.io/p49ya/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://doi.org/10.17605/OSF.IO/P49YA,doi.org/10.17605/OSF.IO/P49YA,osf.io/p49ya,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Strategic Management Journal,10.1002/smj.2660,2017,"Levine, Sheen S.; Bernard, Mark; Nagel, Rosemarie",Strategic Intelligence: The Cognitive Capability to Anticipate Competitor Behavior
a000330,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,other,"Link goes to Harvard Datverse repository for a different article (Grimmelikhuijsen, 2019).",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,Link to different article repository. Search for author's name on Harvard Dataverse found the correct repository and files at https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XSRNRB. Appears to be an overlap in volume and issue number between the 2 papers.,NA,https://doi.org/10.7910/DVN/WD3IUA,doi.org/10.7910/DVN/WD3IUA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,NA,NA,Journal of Behavioral Public Administration,10.30636/jbpa.21.47,2019,"Tuxhorn, Kim-Lee; D'Attoma, John W.; Steinmo, Sven",Trust in institutions: Narrowing the ideological gap over the federal budget
a000330,oliver,2020-04-27,yes,NA,no,NA,yes,NA,1,1,doi.org/10.7910/DVN/WD3IUA,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard version of Dataverse,yes,NA,yes,NA,NA,NA,doi.org/10.7910/DVN/WD3IUA,doi.org/10.7910/DVN/WD3IUA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,Journal of Behavioral Public Administration,10.30636/jbpa.21.47,2019,"Tuxhorn, Kim-Lee; D'Attoma, John W.; Steinmo, Sven",Trust in institutions: Narrowing the ideological gap over the federal budget
a000330,steve,2020-07-24,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,The link in the PDF is for a different study - correct link can be found on JBPA dataverse page - https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XSRNRB,NA,https://doi.org/10.7910/DVN/WD3IUA,doi.org/10.7910/DVN/WD3IUA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,Journal of Behavioral Public Administration,10.30636/jbpa.21.47,2019,"Tuxhorn, Kim-Lee; D'Attoma, John W.; Steinmo, Sven",Trust in institutions: Narrowing the ideological gap over the federal budget
a000331,aniruddah,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/ZFLG25,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZFLG25,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No issues with this article.,NA,http://dx.doi.org/10.7910/DVN/ZFLG25,dx.doi.org/10.7910/DVN/ZFLG25,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZFLG25,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12270,2017,"Foos, Florian; Rooij, Eline A. de",All in the Family: Partisan Disagreement and Electoral Mobilization in Intimate Networks—A Spillover Experiment
a000331,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/ZFLG25,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZFLG25,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/ZFLG25,dx.doi.org/10.7910/DVN/ZFLG25,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZFLG25,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12270,2017,"Foos, Florian; Rooij, Eline A. de",All in the Family: Partisan Disagreement and Electoral Mobilization in Intimate Networks—A Spillover Experiment
a000337,michelle,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/RW10GZ.,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RW10GZ,yes,NA,HARVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/RW10GZ.,doi.org/10.7910/DVN/RW10GZ,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RW10GZ,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12315,2017,"Thachil, Tariq",Do Rural Migrants Divide Ethnically in the City? Evidence from an Ethnographic Experiment in India
a000337,oliver,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.7910/DVN/RW10GZ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RW10GZ,yes,NA,Harvard version of Dataverse,yes,NA,yes,NA,NA,NA,doi.org/10.7910/DVN/RW10GZ,doi.org/10.7910/DVN/RW10GZ,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RW10GZ,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12315,2017,"Thachil, Tariq",Do Rural Migrants Divide Ethnically in the City? Evidence from an Ethnographic Experiment in India
a000338,evelyn,2020-05-13,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/KPJUFL,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/KPJUFL,doi.org/10.7910/DVN/KPJUFL,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12404,2019,"Chong, Alberto; León‐Ciliotta, Gianmarco; Roza, Vivian; Valdivia, Martín; Vega, Gabriela","Urbanization Patterns, Information Diffusion, and Female Voting in Rural Paraguay"
