study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned,use_code,review_note
a000074,oliver,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,osf.io/t9c52/,yes,NA,https://osf.io/t9c52,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/t9c52/,osf.io/t9c52,NA,https://osf.io/t9c52,osf.io/t9c52,NA,NA
a000132,adrian,2020-04-05,yes,NA,yes,NA,yes,NA,2,1,http://www.pairfam.de/en/data/data-access/,yes,NA,https://www.pairfam.de/index.php,no,NA,NA,no,NA,NA,NA,Article had 2 links - This link was in German and did not have files for download,NA,http://www.pairfam.de/en/data/data-access/,www.pairfam.de/en/data/data-access,NA,https://www.pairfam.de/index.php,www.pairfam.de/index.php,NA,NA
a000132,kongmanas,2020-04-21,yes,NA,yes,NA,yes,NA,2,1,http://www.pairfam.de/en/data/data-access/,yes,NA,https://www.pairfam.de/index.php,other,The data file is in the pairfam website,NA,yes,NA,other,Need to register to before access to download,The registration is needed to download the data file,NA,http://www.pairfam.de/en/data/data-access/,www.pairfam.de/en/data/data-access,NA,https://www.pairfam.de/index.php,www.pairfam.de/index.php,NA,NA
a000334,oliver,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,dx.doi.org/10.7910,yes,NA,https://dx.doi.org/10.7910,yes,NA,DOI,other,"No visible ""download button"". Just hyperlinks that display data on internet page itself. Not clear that it is associated with study either.",no,NA,NA,NA,dx.doi.org/10.7910,dx.doi.org/10.7910,NA,https://dx.doi.org/10.7910,dx.doi.org/10.7910,NA,NA
a000334,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910,yes,NA,https://dx.doi.org/10.7910,yes,NA,OSF,no,NA,NA,NA,Leads to a DOI Name Values page,NA,http://dx.doi.org/10.7910,dx.doi.org/10.7910,NA,https://dx.doi.org/10.7910,dx.doi.org/10.7910,NA,NA
a000391,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,2,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS DATABASE,yes,NA,other,Need to fill in a form to download data,Did not download data as form is required to be filled out,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,www.iris-database.org/iris/app/home/detail?id=york:934328,NA,NA
a000391,sophia,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS Database,yes,NA,yes,NA,I didn't have any problems with this article,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,www.iris-database.org/iris/app/home/detail?id=york:934328,NA,NA
a000391,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,4,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"Straightforward, no issues",https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,www.iris-database.org/iris/app/home/detail?id=york:934328,NA,NA
a000569,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,osf.io/vh5jt,yes,NA,https://osf.io/vh5jt,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,osf.io/vh5jt,osf.io/vh5jt,NA,https://osf.io/vh5jt,osf.io/vh5jt,NA,NA
a000569,sophia,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vh5jt,yes,NA,https://osf.io/vh5jt,yes,NA,OSF,no,NA,NA,NA,OSF page was empty,NA,https://osf.io/vh5jt,osf.io/vh5jt,NA,https://osf.io/vh5jt,osf.io/vh5jt,NA,NA
a000601,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4bwq3/,yes,NA,https://osf.io/4bwq3,yes,NA,OSF,other,"the repository only had a link to another repository, https://osf.io/fc463/?view_only=, which did contain data files",yes,NA,"There is no available data file in the link destination. However, there is a link which is connected to another repository which all data files are listed and could be downloaded.",NA,https://osf.io/4bwq3/,osf.io/4bwq3,NA,https://osf.io/4bwq3,osf.io/4bwq3,NA,NA
a000601,phuong,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4bwq3/,yes,NA,https://osf.io/4bwq3/,yes,NA,OSF,yes,NA,yes,NA,"can download the zip file, but seem nothing inside",NA,https://osf.io/4bwq3/,osf.io/4bwq3,NA,https://osf.io/4bwq3/,osf.io/4bwq3,NA,NA
a000605,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,yes,NA,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,yes,NA,ICPSR,other,Requires login to download files,no,NA,Requires login to download files,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,www.openicpsr.org/openicpsr/project/101920/version/V3/view,NA,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,www.openicpsr.org/openicpsr/project/101920/version/V3/view,NA,NA
a000605,phuong,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,yes,NA,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,yes,NA,ICPSR,yes,NA,other,an account was required to access the data,NA,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,www.openicpsr.org/openicpsr/project/101920/version/V3/view,NA,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,www.openicpsr.org/openicpsr/project/101920/version/V3/view,NA,NA
a000793,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,2,https://doi.org/10.1016/j.evolhumbehav.2018.03.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,https://doi.org/10.1016/j.evolhumbehav.2018.03.007,https://doi.org/10.1016/j.evolhumbehav.2018.03.007,doi.org/10.1016/j.evolhumbehav.2018.03.007,NA,https://www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub,www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub,NA,NA
a000793,steve,2020-08-26,yes,NA,yes,NA,yes,NA,3,2,https://doi.org/10.1016/j.evolhumbehav.2018.03.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub,no,NA,NA,no,NA,NA,NA,"PDF said this was a link to supp data, but destination had supp info in pdf - links possibly mixed up",https://doi.org/10.1016/j.evolhumbehav.2018.03.007,https://doi.org/10.1016/j.evolhumbehav.2018.03.007,doi.org/10.1016/j.evolhumbehav.2018.03.007,NA,https://www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub,www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub,NA,NA
a000848,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.3886/E109001V5,yes,NA,https://www.openicpsr.org/openicpsr/project/109001/version/V5/view,yes,NA,Open ICPSR,other,Unable to download files without login,no,NA,Unable to download files without login,NA,http://doi.org/10.3886/E109001V5,doi.org/10.3886/E109001V5,NA,https://www.openicpsr.org/openicpsr/project/109001/version/V5/view,www.openicpsr.org/openicpsr/project/109001/version/V5/view,NA,NA
a000848,michelle,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.3886/E109001V5,yes,NA,https://www.openicpsr.org/openicpsr/project/109001/version/V5/view,yes,NA,ICPSR,yes,NA,other,Login is required to download data,"Login seems to be required to access data, but there was a supplementary data link: at https://doi.org/10.1016/j.jesp.2019.103869",NA,http://doi.org/10.3886/E109001V5,doi.org/10.3886/E109001V5,NA,https://www.openicpsr.org/openicpsr/project/109001/version/V5/view,www.openicpsr.org/openicpsr/project/109001/version/V5/view,NA,NA
a000920,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zpjbg,yes,NA,https://osf.io/zpjbg,yes,NA,OSF,other,"On the link given in the article, the files have been removed because it contained data that couldn't be made public. However, a new link is provided: https://osf.io/q82nf, which has the data with the sensitive data removed",yes,NA,"No issues, but had to go through a new link to access data",NA,https://osf.io/zpjbg,osf.io/zpjbg,https://osf.io/q82nf,https://osf.io/q82nf,osf.io/q82nf,NA,NA
a000920,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/zpjbg,other,"Link withdrawn - registration removed due to containing sensitive user info. Link redirected to landing page containing new link that lead to original dateset, but without the sensitive user info.",https://osf.io/q82nf/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/zpjbg,osf.io/zpjbg,https://osf.io/q82nf,https://osf.io/q82nf,osf.io/q82nf,NA,NA
a000920,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zpjbg/,other,the initial link lead to a page with a notice that the original repo had been retracted and replaced with a corrected version (to remove sensitive information). resolved_url has the destination of the second url with the corrected url (https://osf.io/q82nf/).,https://osf.io/q82nf,yes,NA,OSF Registries,yes,NA,yes,NA,link chain to data files was 2 steps,NA,https://osf.io/zpjbg/,osf.io/zpjbg,https://osf.io/q82nf,https://osf.io/q82nf,osf.io/q82nf,NA,NA
a000955,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,http://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7.,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7.,yes,NA,ICPSR,no,NA,NA,NA,There is no available data file.,NA,http://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7.,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,NA,NA
a000955,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,yes,NA,ICPSR,yes,NA,other,"2 out of the 4 files were over 100MB, the other two gave different options for the type of file wanted (e.g. documentation only. Some file types such as SAS required a log in. I was able to download the 'documentation only' files for these two.",NA,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,NA,NA
a000955,steve,2020-11-05,yes,NA,yes,NA,yes,NA,1,1,http://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,yes,NA,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,yes,NA,ICPSR,other,"Account required, may need to be from an approved institution",no,NA,"link chain to data files was 2 steps, somewhat clear which of the available datasets were relevant, account/access needed to download files",NA,http://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,NA,NA
a001027,adrian,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,ICPSR,other,Data had been updated to V7. Link to updated data provided and downloaded.,yes,NA,"2 links were given, but one (http://midus.colectica.org/) required a login so was ignored. Downloaded data was for updated study (V7) done in 2017",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
a001027,aniruddah,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V7,yes,NA,ICPSR (Inter-university Consortium for Political and Social Research,yes,NA,yes,NA,"Two links were provided in this article, but both lead to the same data repository - ICPSR - and hence only one link is chosen here.",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
a001027,evelyn,2020-04-03,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""","The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,yes,NA,other,Need to register to access to NACDA,The registration is needed to download the data file,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
a001027,matthew,2020-04-10,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/version/6,other,NACDA,NA,other,"Link gave me another link, saying data has been updated since the research, however, this link did not work",no,NA,Link did not lead to data,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
a001027,michelle,2020-04-02,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,other,"Files exist, but the link in the article directs to the website stating the data (version 6) has now been updated (version 7)",partial,"Could download all 'Document only' data, when I tried to download the other ones such as 'SAS', 'SPSS' etc, it takes me into a login screen","I have put in the Document Only download in the data file, but other remaining ones could not be done",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
a001027,nguyenlam,2020-04-04,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,yes,NA,other,Need to create an account to be able to download buy I have created one and downloaded data successfully.,"- The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment.
- Notes in ''download_success""",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
a001027,oliver,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.3886/ICPSR04652.v6,other,"Outdated link. Redirects you to landing page where you click ""V7""",https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/versions/V7,other,"Seems to be repository - however, is specialised/obscure. UMich version of NACDA, which is tied to ICPSR. TBC",NACDA,yes,NA,other,Highly stratified files. Need NACDA membership to download.,NA,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,NA,NA
