batch_id,batch_date,study_id,Publication Year,Author,Title,Publication Title,pdf_filename
batch0011,2020-04-03,a001051,2019,"Scholl, Annika; Sassenberg, Kai; Pfattheicher, Stefan",Pressured to be excellent? Social identification prevents negative affect from high university excellence norms,Journal of Experimental Social Psychology,batch0011/a001051/a001051_article.pdf
batch0011,2020-04-03,a001058,2017,"Driessche, Charlotte Van den; Bastian, Mikaël; Peyre, Hugo; Stordeur, Coline; Acquaviva, Éric; Bahadori, Sara; Delorme, Richard; Sackur, Jérôme",Attentional Lapses in Attention-Deficit/Hyperactivity Disorder: Blank Rather Than Wandering Thoughts,Psychological Science,batch0011/a001058/a001058_article.pdf
batch0011,2020-04-03,a001072,2018,"Greenaway, Katharine H.; Kalokerinos, Elise K.; Murphy, Sean C.; McIlroy, Thomas",Winners are grinners: Expressing authentic positive emotion enhances status in performance contexts,Journal of Experimental Social Psychology,batch0011/a001072/a001072_article.pdf
batch0011,2020-04-03,a001091,2019,"Ambrosini, Ettore; Arbula, Sandra; Rossato, Chiara; Pacella, Valentina; Vallesi, Antonino",Neuro-cognitive architecture of executive functions: A latent variable analysis,Cortex,batch0011/a001091/a001091_article.pdf
batch0011,2020-04-03,a001110,2018,"Cuddy, Amy J. C.; Schultz, S. Jack; Fosse, Nathan E.",<i>P</i> -Curving a More Comprehensive Body of Research on Postural Feedback Reveals Clear Evidential Value for Power-Posing Effects: Reply to Simmons and Simonsohn (2017),Psychological Science,batch0011/a001110/a001110_article.pdf
batch0011,2020-04-03,a001125,2018,"Reynolds, Tania; Baumeister, Roy F.; Maner, Jon K.",Competitive reputation manipulation: Women strategically transmit social information about romantic rivals,Journal of Experimental Social Psychology,batch0011/a001125/a001125_article.pdf
batch0011,2020-04-03,a001154,2017,"Kartik, Navin; Weelden, Richard Van; Wolton, Stephane",Electoral Ambiguity and Political Representation,American Journal of Political Science,batch0011/a001154/a001154_article.pdf
batch0011,2020-04-03,a001183,2014,"Gilead, Michael; Liberman, Nira",We Take Care of Our Own: Caregiving Salience Increases Out-Group Bias in Response to Out-Group                     Threat,Psychological Science,batch0011/a001183/a001183_article.pdf
batch0011,2020-04-03,a001190,2018,"Hawkins, Robert X. D.; Smith, Eric N.; Au, Carolyn; Arias, Juan Miguel; Catapano, Rhia; Hermann, Eric; Keil, Martin; Lampinen, Andrew; Raposo, Sarah; Reynolds, Jesse; Salehi, Shima; Salloum, Justin; Tan, Jed; Frank, Michael C.",Improving the Replicability of Psychological Science Through Pedagogy,Advances in Methods and Practices in Psychological Science,batch0011/a001190/a001190_article.pdf
batch0011,2020-04-03,a001349,2016,"Shaw, Alex; Choshen-Hillel, Shoham; Caruso, Eugene M.",The Development of Inequity Aversion: Understanding When (and Why) People Give Others the Bigger Piece of the Pie,Psychological Science,batch0011/a001349/a001349_article.pdf
batch0011,2020-04-03,a001385,2016,"Kim, Heejung S.; Sherman, David K.; Updegraff, John A.",Fear of Ebola: The Influence of Collectivism on Xenophobic Threat Responses,Psychological Science,batch0011/a001385/a001385_article.pdf
batch0011,2020-04-03,a001416,2016,"Sloman, Steven A.; Rabb, Nathaniel",Your Understanding Is My Understanding: Evidence for a Community of Knowledge,Psychological Science,batch0011/a001416/a001416_article.pdf
batch0011,2020-04-03,a001443,2017,"Farmer, George D.; Baron-Cohen, Simon; Skylark, William J.",People With Autism Spectrum Conditions Make More Consistent Decisions,Psychological Science,batch0011/a001443/a001443_article.pdf
batch0011,2020-04-03,a001450,2018,"Everaert, Jonas; Bronstein, Michael V.; Cannon, Tyrone D.; Joormann, Jutta",Looking Through Tinted Glasses: Depression and Social Anxiety Are Related to Both Interpretation Biases and Inflexible Negative Interpretations,Clinical Psychological Science,batch0011/a001450/a001450_article.pdf
batch0011,2020-04-03,a001476,2018,"Sommet, Nicolas; Morselli, Davide; Spini, Dario",Income Inequality Affects the Psychological Health of Only the People Facing Scarcity,Psychological Science,batch0011/a001476/a001476_article.pdf
batch0011,2020-04-03,a001607,2018,"Fu, Lisha; Yu, Junjie; Ni, Shiguang; Li, Hong",Reduced framing effect: Experience adjusts affective forecasting with losses,Journal of Experimental Social Psychology,batch0011/a001607/a001607_article.pdf
batch0011,2020-04-03,a001659,2019,"Falagiarda, Federica; Collignon, Olivier",Time-resolved discrimination of audio-visual emotion expressions,Cortex,batch0011/a001659/a001659_article.pdf
