batch_id,batch_date,study_id,Publication Year,Author,Title,Publication Title,pdf_filename
batch0016,2020-04-03,a000794,2019,"Cramblet Alvarez, Leslie D.; Jones, K. Nicole; Walljasper-Schuyler, Chelsea; Trujillo, Marissa; Weiser, Mikayla A.; Rodriguez, Jerome L.; Ringler, Rachael L.; Leach, Jonah L.",Psychology’s Hidden Figures: Undergraduate Psychology Majors’ (In)Ability to Recognize Our Diverse Pioneers,Psi Chi Journal of Psychological Research,batch0016/a000794/a000794_article.pdf
batch0016,2020-04-03,a000804,2014,"Bastian, Brock; Jetten, Jolanda; Ferris, Laura J.",Pain as Social Glue: Shared Pain Increases Cooperation,Psychological Science,batch0016/a000804/a000804_article.pdf
batch0016,2020-04-03,a000828,2017,"Elias, Elric; Dyer, Michael; Sweeny, Timothy D.",Ensemble Perception of Dynamic Emotional Groups,Psychological Science,batch0016/a000828/a000828_article.pdf
batch0016,2020-04-03,a000937,2019,"Miyoshi, Kiyofumi; Ashida, Hiroshi",Systematic spatial patterns of the sense of familiarity: Hierarchical modelling based on eye-tracking experiments,Quarterly Journal of Experimental Psychology,batch0016/a000937/a000937_article.pdf
batch0016,2020-04-03,a000967,2019,"Gernsbacher, Morton Ann; Yergeau, Melanie",Empirical failures of the claim that autistic people lack a theory of mind.,Archives of Scientific Psychology,batch0016/a000967/a000967_article.pdf
batch0016,2020-04-03,a000968,2015,"Oishi, Shigehiro; Kesebir, Selin",Income Inequality Explains Why Economic Growth Does Not Always Translate to an Increase in Happiness,Psychological Science,batch0016/a000968/a000968_article.pdf
batch0016,2020-04-03,a000983,2019,"Eastwick, Paul W.; Smith, Leigh K.; Ledgerwood, Alison",How do people translate their experiences into abstract attribute preferences?,Journal of Experimental Social Psychology,batch0016/a000983/a000983_article.pdf
batch0016,2020-04-03,a000996,2019,"Seghezzi, Silvia; Giannini, Gianluigi; Zapparoli, Laura",Neurofunctional correlates of body-ownership and sense of agency: A meta-analytical account of self-consciousness,Cortex,batch0016/a000996/a000996_article.pdf
batch0016,2020-04-03,a001013,2018,"Kouchaki, Maryam; Dobson, Kyle S. H.; Waytz, Adam; Kteily, Nour S.",The Link Between Self-Dehumanization and Immoral Behavior,Psychological Science,batch0016/a001013/a001013_article.pdf
batch0016,2020-04-03,a001025,2019,"Williams, Matt N.; Albers, Casper",Dealing with Distributional Assumptions in Preregistered Research,Meta-Psychology,batch0016/a001025/a001025_article.pdf
batch0016,2020-04-03,a001029,2018,"Christensen, Alexander P.; Kenett, Yoed N.; Cotter, Katherine N.; Beaty, Roger E.; Silvia, Paul J.",Remotely Close Associations: Openness to Experience and Semantic Memory Structure,European Journal of Personality,batch0016/a001029/a001029_article.pdf
batch0016,2020-04-03,a001034,2018,"Zhang, Jinguang",Contemporary parasite stress curvilinearly correlates with outgroup trust: Cross-country evidence from 2005 to 2014,Evolution and Human Behavior,batch0016/a001034/a001034_article.pdf
batch0016,2020-04-03,a001180,2018,Vize Colin E.; Collison Katherine L.; Miller Joshua D.; Lynam Donald R.; Back Mitja,Examining the Effects of Controlling for Shared Variance among the Dark Triad Using Meta‐analytic Structural Equation Modelling,European Journal of Personality,batch0016/a001180/a001180_article.pdf
batch0016,2020-04-03,a001206,2018,"Ballingrud, Gordon; Dougherty, Keith L.",Coalitional Instability and the Three-Fifths Compromise,American Journal of Political Science,batch0016/a001206/a001206_article.pdf
batch0016,2020-04-03,a001264,2019,"Eskreis-Winkler, Lauren; Fishbach, Ayelet",Not Learning From Failure—the Greatest Failure of All,Psychological Science,batch0016/a001264/a001264_article.pdf
batch0016,2020-04-03,a001287,2018,"Bohlken, Anjali Thomas",Targeting Ordinary Voters or Political Elites? Why Pork Is Distributed Along Partisan Lines in India,American Journal of Political Science,batch0016/a001287/a001287_article.pdf
batch0016,2020-04-03,a001334,2018,Pletzer Jan Luca; Balliet Daniel; Joireman Jeff; Kuhlman D. Michael; Voelpel Sven C.; Van Lange Paul A.M.; Back Mitja,"Social Value Orientation, Expectations, and Cooperation in Social Dilemmas: A Meta‐analysis",European Journal of Personality,batch0016/a001334/a001334_article.pdf
batch0016,2020-04-03,a001486,2018,"Hu, Ying; Parde, Connor J.; Hill, Matthew Q.; Mahmood, Naureen; O’Toole, Alice J.",First Impressions of Personality Traits From Body Shapes,Psychological Science,batch0016/a001486/a001486_article.pdf
batch0016,2020-04-03,a001515,2017,"Rogers, Todd; Moore, Don A.; Norton, Michael I.",The Belief in a Favorable Future,Psychological Science,batch0016/a001515/a001515_article.pdf
batch0016,2020-04-03,a001516,2015,"James, Ella L.; Bonsall, Michael B.; Hoppitt, Laura; Tunbridge, Elizabeth M.; Geddes, John R.; Milton, Amy L.; Holmes, Emily A.",Computer Game Play Reduces Intrusive Memories of Experimental Trauma via Reconsolidation-Update Mechanisms,Psychological Science,batch0016/a001516/a001516_article.pdf
batch0016,2020-04-03,a001576,2016,"Kleiman, Tali; Stern, Chadly; Trope, Yaacov",When the Spatial and Ideological Collide: Metaphorical Conflict Shapes Social Perception,Psychological Science,batch0016/a001576/a001576_article.pdf
batch0016,2020-04-03,a001604,2018,"Pietri, Evava S.; Johnson, India R.; Ozgumus, Ezgi",One size may not fit all: Exploring how the intersection of race and gender and stigma consciousness predict effective identity-safe cues for Black women,Journal of Experimental Social Psychology,batch0016/a001604/a001604_article.pdf
