batch_id,batch_date,study_id,Publication Year,Author,Title,Publication Title,pdf_filename
batch0013,2020-04-03,a001052,2018,"Gross, Courtney D.; Mendoza, Albee Therese O.",Exposure to Media on Perceptions of Violence as a Function of Trait Aggression and Athletic Status,Psi Chi Journal of Psychological Research,batch0013/a001052/a001052_article.pdf
batch0013,2020-04-03,a001119,2018,"Hopman, Elise W. M.; MacDonald, Maryellen C.",Production Practice During Language Learning Improves Comprehension,Psychological Science,batch0013/a001119/a001119_article.pdf
batch0013,2020-04-03,a001198,2017,"Fessler, Daniel M. T.; Pisor, Anne C.; Holbrook, Colin",Political Orientation Predicts Credulity Regarding Putative Hazards,Psychological Science,batch0013/a001198/a001198_article.pdf
batch0013,2020-04-03,a001291,2017,Leunissen Joost M.; Sedikides Constantine; Wildschut Tim; Back Mitja,Why Narcissists are Unwilling to Apologize: The Role of Empathy and Guilt,European Journal of Personality,batch0013/a001291/a001291_article.pdf
batch0013,2020-04-03,a001305,2017,"Tankard, Margaret E.; Paluck, Elizabeth Levy",The Effect of a Supreme Court Decision Regarding Gay Marriage on Social Norms and Personal Attitudes,Psychological Science,batch0013/a001305/a001305_article.pdf
batch0013,2020-04-03,a001317,2016,"Rogers, Todd; Milkman, Katherine L.",Reminders Through Association,Psychological Science,batch0013/a001317/a001317_article.pdf
batch0013,2020-04-03,a001352,2019,"Ballard, Timothy; Sewell, David K.; Cosgrove, Daniel; Neal, Andrew",Information Processing Under Reward Versus Under Punishment,Psychological Science,batch0013/a001352/a001352_article.pdf
batch0013,2020-04-03,a001368,2017,"Rueda, Miguel R.","Small Aggregates, Big Manipulation: Vote Buying Enforcement and Collective Monitoring",American Journal of Political Science,batch0013/a001368/a001368_article.pdf
batch0013,2020-04-03,a001454,2019,"Krzyzaniak, Sheherezade L.; Colman, Douglas E.; Letzring, Tera D.; McDonald, Jennifer S.; Biesanz, Jeremy C.",The Effect of Information Quantity on Distinctive Accuracy and Normativity of Personality Trait Judgments,European Journal of Personality,batch0013/a001454/a001454_article.pdf
batch0013,2020-04-03,a001489,2019,"Sun, Jessie; Vazire, Simine",Do People Know What They’re Like in the Moment?,Psychological Science,batch0013/a001489/a001489_article.pdf
batch0013,2020-04-03,a001497,2015,"Walasek, Lukasz; Brown, Gordon D. A.",Income Inequality and Status Seeking: Searching for Positional Goods in Unequal U.S. States,Psychological Science,batch0013/a001497/a001497_article.pdf
batch0013,2020-04-03,a001523,2018,"Dodell-Feder, David; Germine, Laura",Epidemiological Dimensions of Social Anhedonia,Clinical Psychological Science,batch0013/a001523/a001523_article.pdf
batch0013,2020-04-03,a001526,2017,"Dumas, Marion",Taking the Law to Court: Citizen Suits and the Legislative Process,American Journal of Political Science,batch0013/a001526/a001526_article.pdf
batch0013,2020-04-03,a001528,2019,"Lowande, Kenneth; Ritchie, Melinda; Lauterbach, Erinn","Descriptive and Substantive Representation in Congress: Evidence from 80,000 Congressional Inquiries",American Journal of Political Science,batch0013/a001528/a001528_article.pdf
batch0013,2020-04-03,a001608,2019,"Gingerich, Daniel W.",Ballot Reform as Suffrage Restriction: Evidence from Brazil's Second Republic,American Journal of Political Science,batch0013/a001608/a001608_article.pdf
