article_id,coder_initials,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes
a000709,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/n8spz,yes,,https://osf.io/n8spz,yes,,OSF,yes,,yes,,Ok
a000739,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/jd4d2/,yes,,https://osf.io/jd4d2/,yes,,OSF,yes,,yes,,Ok
a000753,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/8w4vq/,yes,,https://osf.io/8w4vq/,yes,,OSF,yes,,yes,,Ok
a000784,adrian,2020-04-17,yes,,yes,,yes,,1,1,http://sro.sussex.ac.uk/id/eprint/74811,yes,,http://sro.sussex.ac.uk/id/eprint/74811/,other,University of Sussex SRO,University of Sussex SRO,yes,,yes,,Excel file
a000822,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/MTQEE1,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MTQEE1,yes,,Dataverse,yes,,yes,,Ok
a000858,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/g8xyt/,yes,,https://osf.io/g8xyt/,yes,,OSF,yes,,yes,,Ok
a000883,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/MPQQC0,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MPQQC0,yes,,Dataverse,yes,,yes,,Ok
a000892,adrian,2020-04-17,yes,,yes,,yes,,1,1,http://dx.doi.org/10.17605/OSF.IO/JTZU8,yes,,https://osf.io/jtzu8/,yes,,OSF,yes,,yes,,Ok
a000918,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/ACYZIC,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ACYZIC,yes,,Dataverse,yes,,yes,,Ok
a000934,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/j479p/,yes,,https://osf.io/j479p/,yes,,OSF,yes,,other,,Ok
a001017,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.1016/j.jesp.2018.03.014,yes,,https://www.sciencedirect.com/science/article/abs/pii/S0022103117304857?via%3Dihub,other,Journal's website at ScienceDirect,,other,Redirected to Mendeley Data,yes,,"ScienceDirect link led to another link to download the files at MendeleyData with link ""https://data.mendeley.com/datasets/hgtxmx7zpn/1"". Files downloaded ok from Mendeley"
a001092,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/TR4OUK,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TR4OUK,yes,,Dataverse,yes,,yes,,Ok
a001135,adrian,2020-04-17,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/26134,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,yes,,Dataverse,yes,,yes,,Ok
a001179,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf,yes,,https://osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf,yes,,OSF,yes,,yes,,Link was a bit hard to find
a001181,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/zpm9t/,yes,,https://osf.io/zpm9t/,yes,,OSF,yes,,other,File >100MB,Not uploaded to Drive
a001202,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.17605/OSF.IO/UXYCH,yes,,https://osf.io/uxych/,yes,,OSF,yes,,yes,,Ok
a001270,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/2E2M9Z,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2E2M9Z,yes,,Dataverse,yes,,yes,,Ok
a001281,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/H13U6G,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H13U6G,yes,,Dataverse,yes,,yes,,Ok
a001333,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/mtsvy/,yes,,https://osf.io/mtsvy/,yes,,OSF,yes,,yes,,Ok
a001345,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/ugdnv/,yes,,https://osf.io/ugdnv/,yes,,OSF,yes,,yes,,Ok
a001354,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/nvq6t/,yes,,https://osf.io/nvq6t/,yes,,OSF,yes,,yes,,Ok
a001359,adrian,2020-04-17,yes,,yes,,no,,,,,,,,,,,,,,,"There is a statement but no link. Full statement reads ""The data, code, and any additional materials required to replicate all analyses in this article are available on the American Journal ofPolitical Science Dataverse within the Harvard Dataverse Network, at:"""
a001432,adrian,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/fkn8m/,yes,,https://osf.io/fkn8m/,yes,,OSF,yes,,yes,,Ok
a001507,adrian,2020-04-17,yes,,yes,,yes,,1,1,http://www.osf.io/b69g8,yes,,http://www.osf.io/b69g8,yes,,OSF,yes,,yes,,Ok
a001573,adrian,2020-04-17,yes,,yes,,yes,,1,1,http://osf.io/8g5fy,yes,,http://osf.io/8g5fy,yes,,OSF,yes,,yes,,Ok
