a000051,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,https://ckan-rdm.up.pt/dataset/i3s-2019-001,yes,,https://ckan-rdm.up.pt/dataset/i3s-2019-001,yes,,U.porto (University of Porto),yes,,yes,,I didn't have any problems with this article
a000107,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/4bsw8/,yes,,https://osf.io/4bsw8/,yes,,OSF ,yes,,yes,,I didn't have any problems with this article
a000168,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,http://doi.org/10.3886/ICPSR21600.v17,other,Multiple versions of the data are available ,https://www.icpsr.umich.edu/web/DSDR/studies/21600/version/17,yes,,Interuniversity Consortium for Political and Social Research ,other,"Multiple versions of the data are available, however files for each version are present ",other,Latest version of the data was greater than 100MB,"Multiple versions of the data are available, however files for each version are present. The latest version of the data was greater than 100MB and was therefore not downloaded. "
a000189,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/xv645/,yes,,https://osf.io/xv645/,yes,,OSF ,yes,,yes,,I didn't have any problems with this article
a000251,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/k5b7a/,yes,,https://osf.io/k5b7a/,yes,,OSF ,yes,,yes,,I didn't have any problems with this article
a000358,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,yes,,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,yes,,OSF ,yes,,yes,,I didn't have any problems with this article
a000365,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/IXWZZO,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000390,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,doi:10.7910/DVN/SURSEO,no,missing http://,,,,,,,,,"The link is missing the ""http://"" such that when you click or copy directly from the paper, the link does not work. "
a000407,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,http://hdl.handle.net/10871/24754.,yes,,https://ore.exeter.ac.uk/repository/handle/10871/24754,yes,,ORE: Open Research Exeter,yes,,other,Total data file size is 5.188GB,Total data file size is 5.188GB and was therefore not downloaded
a000496,,,,,Evelyn,2020-04-04,yes,,yes,,yes,,1,1,http://www.osf.io/9ua8f,yes,,https://osf.io/9ua8f,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000671,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/ftbhj/,yes,,https://osf.io/ftbhj/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000674,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://bit.ly/2JI8RlP,yes,,https://osf.io/jqpnm/?view_only=c20b81f66ad34e2ea0361574002e0bce,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000684,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/DZ1NFG,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DZ1NFG,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000685,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/MZKJDR,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MZKJDR,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000736,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/K7OCDX,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K7OCDX,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000749,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/pdsmw/,yes,,https://osf.io/pdsmw,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000766,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/zny2m/,yes,,https://osf.io/zny2m/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000794,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,2,1,https://osf.io/sy6ue/,yes,,https://osf.io/sy6ue/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000794,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,2,2,https://osf.io/uf36h/,yes,,https://osf.io/uf36h/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000804,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/9k3sw/,yes,,https://osf.io/9k3sw/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000828,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/sgqsx/,yes,,https://osf.io/sgqsx/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000937,,,,,Evelyn,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/7p896/,yes,,https://osf.io/7p896/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000967,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,http://doi.org/10.17605/OSF.IO/3R2QY,yes,,https://osf.io/3r2qy/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000968,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/gsxr6/,yes,,https://osf.io/gsxr6/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000983,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/5kpbj,yes,,https://osf.io/5kpbj/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000996,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/4b2pc/,yes,,https://osf.io/4b2pc/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001013,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/ebhku/,yes,,https://osf.io/ebhku/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001025,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,2,1,https://osf.io/h2xry/,yes,,https://osf.io/h2xry/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001025,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,2,2,https://doi.org/10.17605/OSF.IO/DZN3S,yes,,https://osf.io/dzn3s/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001029,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/craky/,yes,,https://osf.io/craky/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001034,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/9mjtz/,yes,,https://osf.io/9mjtz/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001180,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/he8s7/,yes,,https://osf.io/he8s7/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001206,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/6IOACK,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6IOACK,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a001264,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/5kbx6/,yes,,https://osf.io/5kbx6/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001287,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/ROLEY5,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ROLEY5,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a001334,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/2dc4p/,yes,,https://osf.io/2dc4p/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001486,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/64nzg/,yes,,https://osf.io/64nzg/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001515,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/w38qr/,yes,,https://osf.io/w38qr/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001516,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/ideta/,yes,,https://osf.io/ideta/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001576,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/vq4ak/,yes,,https://osf.io/vq4ak/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001604,,,,,Evelyn,2020-04-07,yes,,yes,,yes,,1,1,https://data.mendeley.com/datasets/wynh7zs2rg/1,yes,,https://data.mendeley.com/datasets/wynh7zs2rg/1,yes,,Mendeley,yes,,yes,,I didn't have any problems with this article
a000030,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/ZSYWHO,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSYWHO,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000131,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,2,1,https://osf.io/p97fk/,yes,,https://osf.io/p97fk/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000131,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,2,2,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26910,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26910,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000163,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/d8wvt/,yes,,https://osf.io/d8wvt/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000196,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/9v34x/,yes,,https://osf.io/9v34x/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000314,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/xvmr7/,yes,,https://osf.io/xvmr7/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000340,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/7a9tt/,yes,,https://osf.io/7a9tt/,yes,,OSF,yes,,other,files size exceeded 100MB,I didn't have any problems with this article
a000356,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,https://doi.org/10.5283/epub.38033,yes,,https://epub.uni-regensburg.de/38033/,yes,,University of Regensburg Publication Server,yes,,yes,,I didn't have any problems with this article
a000402,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/I0VEMG,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I0VEMG,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000579,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,4,1,https://osf.io/gytpn/,yes,,https://osf.io/gytpn/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000579,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,4,2,https://osf.io/x6ehp/,yes,,https://osf.io/x6ehp/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000579,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,4,3,https://osf.io/w92tr,yes,,https://osf.io/w92tr,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000579,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,4,4,https://osf.io/zk27n/,yes,,https://osf.io/zk27n/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000596,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,2,1,https://osf.io/ge2d5/,yes,,https://osf.io/ge2d5/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000596,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,2,2,https://osf.io/ge2d5/,other,same link provided twice,https://osf.io/ge2d5/,yes,,OSF,yes,,yes,,Same link provided twice
a000609,,,,,Evelyn,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/96s4v/,yes,,https://osf.io/96s4v/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000625,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000729,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/yvtp2/,yes,,https://osf.io/yvtp2/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000740,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/vyibm/files/,yes,,https://osf.io/vyibm/files/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000885,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,1,https://osf.io/w59au/,yes,,https://osf.io/w59au/,yes,,OSF ,yes,,yes,,"For this paper, they did not make the data collected for their second study available. However a link to the questionaire used for the second study has been included "
a000885,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,2,https://osf.io/m4g7b/,yes,,https://osf.io/m4g7b/,yes,,OSF ,yes,,yes,,"For this paper, they did not make the data collected for their second study available. However a link to the questionaire used for the second study has been included"
a000910,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://data.mendeley.com/datasets/xyx2x7hhtm/1,yes,,https://data.mendeley.com/datasets/xyx2x7hhtm/1,yes,,Mendeley,yes,,yes,,I didn't have any problems with this article
a000915,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/a9fmd/,yes,,https://osf.io/a9fmd/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000932,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://dataverse.harvard.edu/dataverse/laughterperception,yes,,https://dataverse.harvard.edu/dataverse/laughterperception,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000980,,,,,Evelyn,2020-04-10,yes,,no,,no,,,,,,,,,,,,,,,"No data availability statement or data link available, despite the paper receiving data badges "
a001004,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/d3xb7,yes,,https://osf.io/d3xb7,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001071,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/gjp53/,yes,,https://osf.io/gjp53/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001085,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/5tfzh/,yes,,https://osf.io/5tfzh/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001088,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/fy5dk/,yes,,https://osf.io/fy5dk/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001119,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,1,https://osf.io/bbf3c/,yes,,https://osf.io/bbf3c/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001119,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,2,https://osf.io/74kqe/#,yes,,https://osf.io/74kqe/#,yes,,OSF,yes,,other,Data Files exceeded 100MB,Data Files exceeded 100MB
a001121,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/97kur/,yes,,https://osf.io/97kur/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001134,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/e5r6f/,yes,,https://osf.io/e5r6f/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001158,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/75mau/,yes,,https://osf.io/75mau/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001234,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,1,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001234,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,2,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,,https://osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001259,,,,,Evelyn,2020-04-10,no,,yes,,yes,,1,1,https://osf.io/rstc5/,yes,,https://osf.io/rstc5/,yes,,OSF,yes,,yes,,No data badges but data availability statement present and files could be accessed and downloaded
a001288,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://dx.doi.org/10.17617/3.2v,yes,,https://edmond.mpdl.mpg.de/imeji/collection/64vBL2yNY36dYZQv,yes,,Edmond,yes,,other,Data files exceeded 100MB,I didn't have any problems with this article
a001331,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/27h68/,yes,,https://osf.io/27h68/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001351,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/4kanr/,yes,,https://osf.io/4kanr/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001418,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://github.com/abrowman/psm-jesp2017,yes,,https://github.com/abrowman/psm-jesp2017,yes,,Github,yes,,yes,,I didn't have any problems with this article
a001420,,,,,Evelyn,2020-04-10,yes,,no,,,,,,,,,,,,,,,,,No link to the data available
a001425,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,http://www.osf.io/t7jjk,yes,,http://www.osf.io/t7jjk,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001463,,,,,Evelyn,2020-04-10,yes,,yes,,other,DOI provided,1,1,DOI 10.17605/OSF.IO/KZ483,other,OSF respository appears in google search,https://osf.io/kz483/,yes,,OSF,yes,,yes,,DOI link provided. OSF repository with the data files appear when using the DOI link for a google search
a001514,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,1,https://osf.io/j479p/,yes,,https://osf.io/j479p/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001514,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,2,2,https://osf.io/4UBJ8/,yes,,https://osf.io/4UBJ8/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001563,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/9uxve/,yes,,https://osf.io/9uxve/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001633,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/xz3ap/,yes,,https://osf.io/xz3ap/,yes,,OSF,yes,,other,Data files exceeded 100MB,I didn't have any problems with this article
a001659,,,,,Evelyn,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/yedsz/,yes,,https://osf.io/yedsz/,yes,,OSF,yes,,other,Data files exceeded 100MB,I didn't have any problems with this article
a000037,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,http://hdl.handle.net/11633/aabxbkd7,yes,,https://data.donders.ru.nl/collections/di/dccn/DSC_3018026.01_234?0,yes,,Donders Institute,yes,,no,,Unable to download the files 
a000096,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/9246v,yes,,https://osf.io/9246v,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000140,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/4fpkn/,yes,,https://osf.io/4fpkn/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000240,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/YJUIBI,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUIBI,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000258,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,http://www.osf.io/9q23j,yes,,http://www.osf.io/9q23j,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000318,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://github.com/langcog/KTE,yes,,https://github.com/langcog/KTE,yes,,Github,yes,,other,Data files exceeded 100MB,I didn't have any problems with this article
a000366,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/9x6wm/,yes,,https://osf.io/9x6wm/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000406,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/b9tse/,yes,,https://osf.io/b9tse/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000479,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/kce5n/,yes,,https://osf.io/kce5n/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000505,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/mvz3r/,yes,,https://osf.io/mvz3r/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000533,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository,yes,,https://github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository,yes,,Github,yes,,yes,,I didn't have any problems with this article
a000650,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/tcuap/,yes,,https://osf.io/tcuap/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000676,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/fd6ue/,yes,,https://osf.io/fd6ue/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000692,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://doi.org/10.1016/j.jesp.2018.03.018,yes,,https://www.sciencedirect.com/science/article/abs/pii/S0022103117303244?via%3Dihub,yes,,Science Direct,yes,,yes,,I didn't have any problems with this article
a000750,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/4fb7d,yes,,https://osf.io/4fb7d,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000779,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/g5fvw/,yes,,https://osf.io/g5fvw/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000826,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/dc5t8/,yes,,https://osf.io/dc5t8/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000848,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,http://doi.org/10.3886/E109001V5,yes,,https://www.openicpsr.org/openicpsr/project/109001/version/V5/view,yes,,Open ICPSR,yes,,no,Unable to download files without login,Unable to download files without login
a000899,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/h2xpu/,yes,,https://osf.io/h2xpu/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000909,,,,,Evelyn,2020-04-16,yes,,yes,,yes,,1,1,https://dx.doi.org/10.7910/DVN/UQAIZI,no,"Error message, ""HTTP Status 404"" appears",,,,,,,,,"Error message, ""HTTP Status 404"" appears"
