article_id,coder_initials,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes
a000081,Sophia,2020-04-04,yes,,yes,,yes,,4,1,https://osf.io/x7pgq/,yes,,https://osf.io/x7pgq/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000081,Sophia,2020-04-04,yes,,yes,,yes,,4,2,https://osf.io/q9jy3/,yes,,https://osf.io/q9jy3/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000081,Sophia,2020-04-04,yes,,yes,,yes,,4,3,https://osf.io/cdev3/,yes,,https://osf.io/cdev3/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000081,Sophia,2020-04-04,yes,,yes,,yes,,4,4,https://osf.io/uj2dr/,yes,,https://osf.io/uj2dr/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000109,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/2ckz9/,yes,,https://osf.io/2ckz9/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000139,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/vsnj3/,yes,,https://osf.io/vsnj3/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000158,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://doi.org/10.17632/yrpjzfmzpz.3,yes,,https://data.mendeley.com/datasets/yrpjzfmzpz/3,yes,,Mendeley,yes,,yes,,I didn't have any problems with this article
a000159,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/t6gwf/,yes,,https://osf.io/t6gwf/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000214,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/8aw9r/,yes,,https://osf.io/8aw9r/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000244,Sophia,2020-04-04,yes,,no,,no,,0,,,,,,,,,,,,,Couldn't find any references to open data
a000294,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/fpsu8/,yes,,https://osf.io/fpsu8/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000358,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/dpsyz/?view_only1⁄4a256f1d6e5fb4d97adac2147f58811ae,yes,,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000362,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,yes,,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000377,Sophia,2020-04-04,yes,,yes,,yes,,2,1,https://osf.io/fwt65/,yes,,https://osf.io/fwt65/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000377,Sophia,2020-04-04,yes,,yes,,yes,,2,2,https://osf.io/da56v/,yes,,https://osf.io/da56v/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000410,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/xf7rn/,yes,,https://osf.io/xf7rn/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000544,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37,yes,,https://data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37,yes,,Mendeley,yes,,yes,,I didn't have any problems with this article
a000569,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/vh5jt,yes,,https://osf.io/vh5jt,yes,,OSF,no,,no,,OSF page was empty
a000687,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://doi.org/10.17605/OSF.IO/WCJSF,yes,,https://osf.io/wcjsf/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000724,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/OKZMIY,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article
a000757,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0,yes,,https://osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000904,Sophia,2020-04-04,yes,,yes,,yes,,1,1,https://dataverse.nl/dataverse/chemosignaling,yes,,https://dataverse.nl/dataverse/chemosignaling,yes,,Dutch Dataverse Network,yes,,no,File was over 100MB and three of the files were not able to be accessed without permission.,
a000948,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/677jr/,yes,,https://osf.io/677jr/,yes,,OSF,yes,,yes,,"The data file was a pdf with graphs but no raw data. Other than that, I didn't have any problems with this article."
a000992,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/873fp/,yes,,https://osf.io/873fp/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001015,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/9e5au/,yes,,https://osf.io/9e5au,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001051,Sophia,2020-04-05,yes,,other,has a reference and link to supplementary data,yes,,1,1,https://doi.org/10.1016/j.jesp.2019.03.007,yes,,https://www.sciencedirect.com/science/article/abs/pii/S0022103118304426?via%3Dihub,yes,,Science Direct,no,,no,,"The link to supplementary data leads to a short article, which didn't link to any other sites that seemed to contain data. "
a001058,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/8wtae/,yes,,https://osf.io/8wtae/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001072,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/pe5d7/,yes,,https://osf.io/pe5d7/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001091,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/tu3nm/,yes,,https://osf.io/tu3nm/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001110,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/pfh6r/,yes,,https://osf.io/pfh6r/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001125,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,,Elsevier,no,lead to a information page for authors,no,,no links
a001154,Sophia,2020-04-05,yes,,other,states that all data required could be found on the American Journal of Political Science network in the Harvard Dataverse Network,no,,0,,,,,,,,,,,,,no links
a001183,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/3nkeh/,yes,,https://osf.io/3nkeh/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001190,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/98ta4/,yes,,https://osf.io/98ta4/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001349,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/rjdpc/,yes,,https://osf.io/rjdpc,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001385,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/84zg3/,yes,,https://osf.io/84zg3/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001416,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/24kvu/,yes,,https://osf.io/24kvu/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001443,Sophia,2020-04-05,yes,,yes,,yes,,2,1,https://osf.io/7b9au/,yes,,https://osf.io/7b9au/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001443,Sophia,2020-04-05,yes,,yes,,yes,,2,2,https://doi.org/10.17863/CAM.7153,yes,,https://www.repository.cam.ac.uk/handle/1810/261918,yes,,"Apollo, University of Cambridge",yes,,yes,,I didn't have any problems with this article
a001450,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/u9tk8/,yes,,https://osf.io/u9tk8/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001476,Sophia,2020-04-05,yes,,yes,,yes,,2,1,http://www.worldvaluessurvey.org/,yes,,http://www.worldvaluessurvey.org/wvs.jsp,yes,,World Values Survey,no,links to the general homepage for the repository,,,links to the general homepage for the repository
a001476,Sophia,2020-04-05,yes,,yes,,yes,,2,2,https://forscenter.ch/en/our-surveys/swiss-household-panel/,no,error 404',,,,,,,,,
a001607,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/bx59f/,yes,,https://osf.io/bx59f/,yes,,OSF,yes,,yes,,links to the general homepage for the repository
a001659,Sophia,2020-04-05,yes,,yes,,yes,,1,1,https://osf.io/yedsz/,yes,,https://osf.io/yedsz/,yes,,OSF,yes,,other,"I was able to download 2 out of the three files, the third was over 200MB",I didn't have any problems with this article
a000239,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/I4KVD1,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I4KVD1,yes,,Harvard Dataverse Network,yes,,yes,,I didn't have any problems with this article
a000259,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/SZ9YXZ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SZ9YXZ,yes,,Harvard Dataverse Network,yes,,yes,,"4 out of the 12 files required permission to access. Otherwise, I didn't have problems with this article."
a000287,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/fctr8/,yes,,https://osf.io/fctr8/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000301,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/6n894/,yes,,https://osf.io/6n894/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000311,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/du5jc/,yes,,https://osf.io/du5jc/,yes,,OSF,yes,,no,files over 100MB,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000341,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/d6hms/,yes,,https://osf.io/d6hms/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000347,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/ha28n/,yes,,https://osf.io/ha28n/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000371,Sophia,2020-04-07,yes,,yes,,no,article says all data is available on the American Journal of Political Science on the Harvard Dataverse Network,,,,,,,,,,,,,,article says all data is available on the American Journal of Political Science on the Harvard Dataverse Network
a000429,Sophia,2020-04-07,yes,,yes,,yes,,2,1,http://reshare.ukdataservice.ac.uk/852716/,yes,,http://reshare.ukdataservice.ac.uk/852716/,yes,,UK Data Service,yes,,no,required a sign in,required a sign in
a000429,Sophia,2020-04-07,yes,,yes,,yes,,2,2,https://osf.io/4d3b9,yes,,https://osf.io/4d3b9,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000471,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392,yes,,https://osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392,yes,,OSF,yes,,yes,,"There were mutilple links to research materials, and one link for research data."
a000490,Sophia,2020-04-07,yes,,yes,,yes,,2,1,https://osf.io/gsv84/,yes,,https://osf.io/gsv84/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000490,Sophia,2020-04-07,yes,,yes,,yes,,2,2,https://osf.io/24mej/,yes,,https://osf.io/24mej/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000541,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/zqg9y/,yes,,https://osf.io/zqg9y/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000567,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/fnps3,yes,,https://osf.io/fnps3,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000568,Sophia,2020-04-07,yes,,yes,,yes,,1,1,http://hdl.handle.net/10871/19257,yes,,https://ore.exeter.ac.uk/repository/handle/10871/19257,yes,,Open Research Exeter,yes,,yes,,I didn't have any problems with this article
a000578,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/8bknh/,yes,,https://osf.io/8bknh/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000614,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/bktjs/,yes,,https://osf.io/bktjs/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000625,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2,yes,,Harvard Dataverse Network,yes,,yes,,I didn't have any problems with this article
a000628,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/4qbxv,yes,,https://osf.io/4qbxv,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000665,Sophia,2020-04-07,yes,,yes,,yes,,3,1,https://osf.io/heun6/,yes,,https://osf.io/heun6/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000665,Sophia,2020-04-07,yes,,yes,,yes,,3,2,https://osf.io/8sxgu/,yes,,https://osf.io/8sxgu/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000665,Sophia,2020-04-07,yes,,yes,,yes,,3,3,https://osf.io/p5fta/,yes,,https://osf.io/p5fta/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000672,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/73puw/,yes,,https://osf.io/73puw/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000740,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/vyibm/files/,yes,,https://osf.io/vyibm/files/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000759,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://osf.io/my6te/?view_only=3b4129763e4f4de58ef783a85ae30842,yes,,https://osf.io/my6te/?view_only=22333945e4824ca196f4aee4a31ba925,yes,,OSF,yes,,other,"only was able to download the first zip file, the second was greater than 100MB",I didn't have any problems with this article
a000760,Sophia,2020-04-07,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/PGXO5O,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGXO5O,yes,,Harvard Dataverse Network,yes,,yes,,I didn't have any problems with this article
a000767,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/ftsrd/,yes,,https://osf.io/ftsrd/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000851,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,,IRIS,yes,,yes,,I didn't have any problems with this article
a000971,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/nkfjy/,yes,,https://osf.io/nkfjy/,yes,,OSF,yes,,no,files were over 500MB,I didn't have any problems with this article
a000980,Sophia,2020-04-08,yes,,no,couldn't find any reference to open data,,,,,,,,,,,,,,,,
a001069,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/m3neh/,yes,,https://osf.io/m3neh/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001094,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/fpdbh/%2013Identifiers,no,"""page not found""",,,,,,,,,
a001173,Sophia,2020-04-08,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/S9MIJU,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S9MIJU,yes,,Harvard Dataverse Network,yes,,yes,,I didn't have any problems with this article
a001215,Sophia,2020-04-08,yes,,yes,,yes,,2,1,https://osf.io/gwk45/,yes,,https://osf.io/gwk45/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001215,Sophia,2020-04-08,yes,,yes,,yes,,2,2,https://www.iris-database.org/iris/app/home/index,yes,,https://www.iris-database.org/iris/app/home/index,yes,,IRIS,no,links to the general IRIS homepage,,,
a001250,Sophia,2020-04-08,yes,,yes,,yes,,2,1,https://dbk.gesis.org/DBKSearch/SDesc2asp?no=6701,no,404 Not found',,,,,,,,,
a001250,Sophia,2020-04-08,yes,,yes,,yes,,2,2,https://osf.io/wk9rp/,yes,,https://osf.io/wk9rp/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001326,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/5tus8/,yes,,https://osf.io/5tus8/,yes,,OSF,yes,,no,files were much over 100MB,I didn't have any problems with this article
a001355,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/b3epc/,yes,,https://osf.io/b3epc/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001360,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/e3afr/,yes,,https://osf.io/e3afr/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001454,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/mrt8f/,yes,,https://osf.io/mrt8f/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a001467,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/ng9k8/,yes,,https://osf.io/ng9k8/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001515,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/w38qr,yes,,https://osf.io/w38qr/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001579,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/s4z32/,yes,,https://osf.io/s4z32/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a001651,Sophia,2020-04-08,yes,,yes,,yes,,1,1,https://osf.io/mw3rb/,yes,,https://osf.io/mw3rb/,yes,,OSF,yes,,other,was able to download 2/3 files. The other was over 100MB.,
a000043,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/tmdvn/,yes,,https://osf.io/tmdvn/,yes,,OSF,yes,,other,over 100MB,I didn't have any problems with this article
a000149,Sophia,2020-04-10,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/7TA47E,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7TA47E,yes,,Harvard Dataverse Network,yes,,yes,,I didn't have any problems with this article
a000211,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/8gyns/,yes,,https://osf.io/8gyns/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000212,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/cu8jv/,yes,,https://osf.io/cu8jv/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000235,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/8rbvz/,yes,,https://osf.io/8rbvz/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000267,Sophia,2020-04-10,yes,,yes,,yes,,1,1,doi:10.7910/DVN/W2HZSO,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W2HZSO,yes,,Harvard Dataverse Network,yes,,yes,,I didn't have any problems with this article
a000343,Sophia,2020-04-10,yes,,yes,,yes,,1,1,1https://osf.io/8z2an,yes,,https://osf.io/8z2an,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000345,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/rf3ys/,yes,,https://osf.io/rf3ys/,yes,,OSF,yes,,other,was able to download one zip file but the second was over 100MB,I didn't have any problems with this article
a000367,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/YM4LDG,no,"""DOI Not Found' error",https://doi.org/10.7910/DVN/YM4LDG,,,,,,,,
a000391,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,,IRIS Database,yes,,yes,,I didn't have any problems with this article
a000392,Sophia,2020-04-10,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/RJAUNW,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW,yes,,Harvard Dataverse Network,yes,,other,over 100MB file,I didn't have any problems with this article
a000447,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/embpx/,yes,,https://osf.io/embpx/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000548,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/cuz8g,yes,,https://osf.io/cuz8g,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000550,Sophia,2020-04-10,yes,,yes,,yes,,1,1,http://dx.doi.org/10.23668/psycharchives.2367,yes,,https://www.psycharchives.org/handle/20.500.12034/1999,yes,,PhyscArchives,yes,,yes,,I didn't have any problems with this article
a000743,Sophia,2020-04-10,yes,,yes,,yes,,1,1,https://osf.io/7ugsk/,yes,,https://osf.io/7ugsk/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000772,Sophia,2020-04-11,yes,,yes,,yes,,1,1,https://osf.io/43fmu/,yes,,https://osf.io/43fmu/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000818,Sophia,2020-04-11,yes,,yes,,yes,,1,1,https://osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f,yes,,https://osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000875,Sophia,2020-04-11,yes,,yes,,yes,,1,1,https://osf.io/yub2m,yes,,https://osf.io/yub2m,yes,,OSF,yes,,yes,,"there was a second link in the article but it led only to the materials and procedures, not the data, and was therefore not included"
a000900,Sophia,2020-04-11,yes,,yes,,yes,,1,1,https://osf.io/e2yza/,yes,,https://osf.io/e2yza/,yes,,OSF,yes,,yes,,I didn't have any problems with this article
a000965,Sophia,2020-04-11,yes,,yes,,yes,,1,1,https://osf.io/b6n8t/,yes,,https://accounts.osf.io/login?service=https://osf.io/b6n8t/,yes,,OSF,other,requres an OSF sign in account,,,required an account
a001035,Sophia,2020-04-11,yes,,yes,,yes,,1,1,https://osf.io/g3dfy/,no,OSF page not found' error,,,,,,,,,page not found
a001166,Sophia,2020-04-11,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/PGCVDP,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGCVDP,yes,,Harvard Dataverse Network,yes,,yes,,I didn't have any problems with this article
